,n_windows,score_BigBonus,score_BigLoss,score_MinorBonus,score_MinorLoss,win_rate,yield_rate
1069,20,4,-8,2,-2,0.517857143,1.011506168
1070,24,4,-8,2,-2,0.511160714,0.766480686
1071,28,4,-8,2,-2,0.506696429,0.637696534
1072,32,4,-8,2,-2,0.502232143,0.519902852
1073,36,4,-8,2,-2,0.501116071,0.241617866
1074,8,4,-8,4,-2,0.512276786,0.196825325
1075,12,4,-8,4,-2,0.521205357,0.407502225
1076,16,4,-8,4,-2,0.515625,0.945453837
1077,20,4,-8,4,-2,0.512276786,1.302660904
1078,24,4,-8,4,-2,0.515625,1.025551628
1079,28,4,-8,4,-2,0.516741071,0.778989208
1080,32,4,-8,4,-2,0.517857143,0.113350939
1081,4,4,-8,6,-2,0.513392857,0.217143134
1082,8,4,-8,6,-2,0.520089286,0.322645748
1083,12,4,-8,6,-2,0.514508929,0.451347797
1084,16,4,-8,6,-2,0.512276786,0.76149244
1085,20,4,-8,6,-2,0.510044643,1.126657909
1086,24,4,-8,6,-2,0.517857143,0.57425854
1087,28,4,-8,6,-2,0.520089286,0.108660994
1088,4,4,-8,8,-2,0.514508929,0.288599321
1089,8,4,-8,8,-2,0.522321429,0.366228234
1090,12,4,-8,8,-2,0.515625,0.337856898
1091,16,4,-8,8,-2,0.510044643,0.277318701
1092,20,4,-8,8,-2,0.514508929,0.530749127
1093,8,4,-8,2,0,0.504464286,-0.017274765
1094,12,4,-8,2,0,0.502232143,0.087514938
1095,16,4,-8,2,0,0.513392857,0.570004119
1096,20,4,-8,2,0,0.504464286,0.810809022
1097,24,4,-8,2,0,0.506696429,0.546081049
1098,28,4,-8,2,0,0.510044643,0.416108333
1099,32,4,-8,2,0,0.503348214,0.291500441
1100,36,4,-8,2,0,0.5078125,0.027356624
1101,4,4,-8,4,0,0.501116071,0.120426715
1102,8,4,-8,4,0,0.518973214,0.15065333
1103,12,4,-8,4,0,0.515625,0.264426122
1104,16,4,-8,4,0,0.505580357,0.647461282
1105,20,4,-8,4,0,0.511160714,0.998170966
1106,24,4,-8,4,0,0.5234375,0.512729919
1107,28,4,-8,4,0,0.515625,0.203022512
1108,4,4,-8,6,0,0.513392857,0.215452479
1109,8,4,-8,6,0,0.5234375,0.274124891
1110,12,4,-8,6,0,0.518973214,0.289115191
1111,16,4,-8,6,0,0.513392857,0.427469295
1112,20,4,-8,6,0,0.520089286,0.720534233
1113,4,4,-8,8,0,0.514508929,0.286208835
1114,8,4,-8,8,0,0.525669643,0.315509556
1115,12,4,-8,8,0,0.521205357,0.155348643
1116,20,4,-8,8,0,0.5234375,0.058544127
1117,8,6,-8,2,-10,0.510044643,-0.071769564
1118,12,6,-8,2,-10,0.5078125,0.097647035
1119,16,6,-8,2,-10,0.515625,0.624112916
1120,20,6,-8,2,-10,0.508928571,0.680817616
1121,24,6,-8,2,-10,0.505580357,0.298050872
1122,8,6,-8,4,-10,0.512276786,0.188065524
1123,12,6,-8,4,-10,0.517857143,0.44001201
1124,16,6,-8,4,-10,0.520089286,1.031757322
1125,20,6,-8,4,-10,0.518973214,1.187463255
1126,24,6,-8,4,-10,0.515625,0.560135579
1127,4,6,-8,6,-10,0.512276786,0.14197452
1128,8,6,-8,6,-10,0.518973214,0.349112766
1129,12,6,-8,6,-10,0.520089286,0.641372995
1130,16,6,-8,6,-10,0.527901786,1.145043273
1131,20,6,-8,6,-10,0.517857143,1.365284204
1132,24,6,-8,6,-10,0.514508929,0.39858755
1133,4,6,-8,8,-10,0.518973214,0.214092835
1134,8,6,-8,8,-10,0.516741071,0.39808904
1135,12,6,-8,8,-10,0.520089286,0.684998523
1136,16,6,-8,8,-10,0.526785714,0.935054537
1137,20,6,-8,8,-10,0.5234375,1.132490454
1138,32,6,-8,8,-10,0.516741071,0.289401563
1139,8,6,-8,2,-8,0.510044643,-0.075130295
1140,12,6,-8,2,-8,0.508928571,0.087389975
1141,16,6,-8,2,-8,0.515625,0.628283725
1142,20,6,-8,2,-8,0.508928571,0.699004507
1143,24,6,-8,2,-8,0.5078125,0.341338893
1144,8,6,-8,4,-8,0.514508929,0.18678762
1145,12,6,-8,4,-8,0.513392857,0.410594847
1146,16,6,-8,4,-8,0.520089286,1.045478962
1147,20,6,-8,4,-8,0.521205357,1.215413931
1148,24,6,-8,4,-8,0.514508929,0.622330877
1149,28,6,-8,4,-8,0.512276786,-0.067038291
1150,4,6,-8,6,-8,0.514508929,0.135875197
1151,8,6,-8,6,-8,0.520089286,0.309193666
1152,12,6,-8,6,-8,0.518973214,0.60776329
1153,16,6,-8,6,-8,0.521205357,1.104459927
1154,20,6,-8,6,-8,0.516741071,1.383976236
1155,24,6,-8,6,-8,0.516741071,0.487635855
1156,4,6,-8,8,-8,0.518973214,0.20787066
1157,8,6,-8,8,-8,0.516741071,0.360730464
1158,12,6,-8,8,-8,0.526785714,0.584456441
1159,16,6,-8,8,-8,0.520089286,0.813762442
1160,20,6,-8,8,-8,0.522321429,1.050368047
1161,32,6,-8,8,-8,0.516741071,0.494206702
1162,8,6,-8,2,-6,0.510044643,-0.075899685
1163,12,6,-8,2,-6,0.508928571,0.067965898
1164,16,6,-8,2,-6,0.514508929,0.64040557
1165,20,6,-8,2,-6,0.510044643,0.74116231
1166,24,6,-8,2,-6,0.511160714,0.388065588
1167,8,6,-8,4,-6,0.515625,0.14337804
1168,12,6,-8,4,-6,0.515625,0.381230434
1169,16,6,-8,4,-6,0.527901786,1.006178405
1170,20,6,-8,4,-6,0.514508929,1.244457469
1171,24,6,-8,4,-6,0.513392857,0.701076156
1172,28,6,-8,4,-6,0.512276786,0.115188511
1173,4,6,-8,6,-6,0.517857143,0.129719602
1174,8,6,-8,6,-6,0.513392857,0.273081667
1175,12,6,-8,6,-6,0.5234375,0.51879904
1176,16,6,-8,6,-6,0.517857143,1.014859703
1177,20,6,-8,6,-6,0.521205357,1.31578391
1178,24,6,-8,6,-6,0.513392857,0.539672405
1179,4,6,-8,8,-6,0.514508929,0.201463253
1180,8,6,-8,8,-6,0.518973214,0.34471555
1181,12,6,-8,8,-6,0.527901786,0.478153616
1182,16,6,-8,8,-6,0.518973214,0.675319721
1183,20,6,-8,8,-6,0.518973214,0.879980065
1184,32,6,-8,8,-6,0.520089286,0.392916702
1185,8,6,-8,2,-4,0.510044643,-0.076806894
1186,12,6,-8,2,-4,0.508928571,0.034412974
1187,16,6,-8,2,-4,0.513392857,0.65721949
1188,20,6,-8,2,-4,0.515625,0.784195061
1189,24,6,-8,2,-4,0.514508929,0.447725537
1190,28,6,-8,2,-4,0.503348214,0.137289929
1191,8,6,-8,4,-4,0.517857143,0.108493797
1192,12,6,-8,4,-4,0.517857143,0.315870611
1193,16,6,-8,4,-4,0.525669643,0.958632958
1194,20,6,-8,4,-4,0.517857143,1.225455254
1195,24,6,-8,4,-4,0.516741071,0.787939946
1196,28,6,-8,4,-4,0.510044643,0.28320074
1197,4,6,-8,6,-4,0.517857143,0.123379256
1198,8,6,-8,6,-4,0.515625,0.258330292
1199,12,6,-8,6,-4,0.524553571,0.418718077
1200,16,6,-8,6,-4,0.517857143,0.880005295
1201,20,6,-8,6,-4,0.517857143,1.149044638
1202,24,6,-8,6,-4,0.516741071,0.487486935
1203,4,6,-8,8,-4,0.514508929,0.194529165
1204,8,6,-8,8,-4,0.524553571,0.299046173
1205,12,6,-8,8,-4,0.521205357,0.296286945
1206,16,6,-8,8,-4,0.517857143,0.436348408
1207,20,6,-8,8,-4,0.513392857,0.567256089
1208,32,6,-8,8,-4,0.529017857,0.235394718
1209,12,6,-8,2,-2,0.505580357,-0.008922349
1210,16,6,-8,2,-2,0.520089286,0.622512465
1211,20,6,-8,2,-2,0.518973214,0.807073922
1212,24,6,-8,2,-2,0.513392857,0.5370462
1213,28,6,-8,2,-2,0.506696429,0.292789717
1214,32,6,-8,2,-2,0.503348214,0.057835744
1215,8,6,-8,4,-2,0.513392857,0.08102216
1216,12,6,-8,4,-2,0.5234375,0.209291693
1217,16,6,-8,4,-2,0.520089286,0.811628445
1218,20,6,-8,4,-2,0.512276786,1.054026515
1219,24,6,-8,4,-2,0.515625,0.705225974
1220,28,6,-8,4,-2,0.515625,0.305362481
1221,4,6,-8,6,-2,0.513392857,0.111750326
1222,8,6,-8,6,-2,0.521205357,0.203326274
1223,12,6,-8,6,-2,0.516741071,0.251988451
1224,16,6,-8,6,-2,0.515625,0.605594271
1225,20,6,-8,6,-2,0.511160714,0.839992261
1226,24,6,-8,6,-2,0.514508929,0.104628911
1227,4,6,-8,8,-2,0.514508929,0.182629678
1228,8,6,-8,8,-2,0.524553571,0.243084863
1229,12,6,-8,8,-2,0.518973214,0.129692118
1230,16,6,-8,8,-2,0.514508929,0.090355913
1231,20,6,-8,8,-2,0.516741071,0.161908483
1232,16,6,-8,2,0,0.517857143,0.449707277
1233,20,6,-8,2,0,0.505580357,0.606376776
1234,24,6,-8,2,0,0.508928571,0.316646272
1235,28,6,-8,2,0,0.510044643,0.07113118
1236,8,6,-8,4,0,0.520089286,0.034850165
1237,12,6,-8,4,0,0.517857143,0.066215589
1238,16,6,-8,4,0,0.510044643,0.51363589
1239,20,6,-8,4,0,0.511160714,0.749536577
1240,24,6,-8,4,0,0.5234375,0.192403979
1241,4,6,-8,6,0,0.513392857,0.11005967
1242,8,6,-8,6,0,0.524553571,0.154805417
1243,12,6,-8,6,0,0.521205357,0.089755846
1244,16,6,-8,6,0,0.516741071,0.271571126
1245,20,6,-8,6,0,0.521205357,0.433868585
1246,4,6,-8,8,0,0.514508929,0.180239193
1247,8,6,-8,8,0,0.527901786,0.192366185
1248,12,6,-8,8,0,0.524553571,-0.052816137
1249,16,8,-8,2,-10,0.515625,0.260930312
1250,20,8,-8,2,-10,0.506696429,0.076049961
1251,8,8,-8,4,-10,0.513392857,0.029995956
1252,12,8,-8,4,-10,0.517857143,0.113578903
1253,16,8,-8,4,-10,0.520089286,0.647261691
1254,20,8,-8,4,-10,0.516741071,0.540948402
1255,4,8,-8,6,-10,0.512276786,0.023609404
1256,8,8,-8,6,-10,0.521205357,0.187387583
1257,12,8,-8,6,-10,0.520089286,0.306779903
1258,16,8,-8,6,-10,0.527901786,0.737956081
1259,20,8,-8,6,-10,0.514508929,0.670098699
1260,4,8,-8,8,-10,0.518973214,0.09512089
1261,8,8,-8,8,-10,0.517857143,0.232361231
1262,12,8,-8,8,-10,0.520089286,0.341219263
1263,16,8,-8,8,-10,0.526785714,0.491158207
1264,20,8,-8,8,-10,0.517857143,0.336992905
1265,16,8,-8,2,-8,0.515625,0.265101121
1266,20,8,-8,2,-8,0.506696429,0.094236852
1267,8,8,-8,4,-8,0.515625,0.028718053
1268,12,8,-8,4,-8,0.513392857,0.084161739
1269,16,8,-8,4,-8,0.520089286,0.660983331
1270,20,8,-8,4,-8,0.518973214,0.568899078
1271,4,8,-8,6,-8,0.514508929,0.017510081
1272,8,8,-8,6,-8,0.522321429,0.147468483
1273,12,8,-8,6,-8,0.518973214,0.273170199
1274,16,8,-8,6,-8,0.521205357,0.697372735
1275,20,8,-8,6,-8,0.513392857,0.688790731
1276,4,8,-8,8,-8,0.518973214,0.088898714
1277,8,8,-8,8,-8,0.517857143,0.195002655
1278,12,8,-8,8,-8,0.526785714,0.24067718
1279,16,8,-8,8,-8,0.520089286,0.369866112
1280,20,8,-8,8,-8,0.516741071,0.254870498
1281,16,8,-8,2,-6,0.514508929,0.277222966
1282,20,8,-8,2,-6,0.5078125,0.136394655
1283,8,8,-8,4,-6,0.516741071,-0.014691528
1284,12,8,-8,4,-6,0.515625,0.054797326
1285,16,8,-8,4,-6,0.527901786,0.621682774
1286,20,8,-8,4,-6,0.512276786,0.597942616
1287,24,8,-8,4,-6,0.513392857,-0.073624483
1288,4,8,-8,6,-6,0.517857143,0.011354485
1289,8,8,-8,6,-6,0.515625,0.111356484
1290,12,8,-8,6,-6,0.5234375,0.184205948
1291,16,8,-8,6,-6,0.517857143,0.607772511
1292,20,8,-8,6,-6,0.517857143,0.620598405
1293,4,8,-8,8,-6,0.514508929,0.082491308
1294,8,8,-8,8,-6,0.520089286,0.178987741
1295,12,8,-8,8,-6,0.527901786,0.134374355
1296,16,8,-8,8,-6,0.518973214,0.231423391
1297,20,8,-8,8,-6,0.513392857,0.084482515
1298,16,8,-8,2,-4,0.513392857,0.294036886
1299,20,8,-8,2,-4,0.513392857,0.179427406
1300,8,8,-8,4,-4,0.518973214,-0.049575771
1301,12,8,-8,4,-4,0.517857143,-0.010562497
1302,16,8,-8,4,-4,0.525669643,0.574137327
1303,20,8,-8,4,-4,0.515625,0.578940401
1304,24,8,-8,4,-4,0.516741071,0.013239021
1305,4,8,-8,6,-4,0.517857143,0.005014139
1306,8,8,-8,6,-4,0.517857143,0.096605109
1307,12,8,-8,6,-4,0.524553571,0.084124986
1308,16,8,-8,6,-4,0.517857143,0.472918102
1309,20,8,-8,6,-4,0.514508929,0.453859133
1310,4,8,-8,8,-4,0.514508929,0.075557219
1311,8,8,-8,8,-4,0.525669643,0.133318363
1312,12,8,-8,8,-4,0.521205357,-0.047492316
1313,16,8,-8,8,-4,0.517857143,-0.007547922
1314,16,8,-8,2,-2,0.520089286,0.259329861
1315,20,8,-8,2,-2,0.516741071,0.202306267
1316,8,8,-8,4,-2,0.514508929,-0.077047407
1317,16,8,-8,4,-2,0.520089286,0.427132814
1318,20,8,-8,4,-2,0.510044643,0.407511662
1319,24,8,-8,4,-2,0.515625,-0.069475237
1320,4,8,-8,6,-2,0.513392857,-0.006614791
1321,8,8,-8,6,-2,0.5234375,0.041601091
1322,12,8,-8,6,-2,0.516741071,-0.08260464
1323,16,8,-8,6,-2,0.515625,0.198507078
1324,20,8,-8,6,-2,0.5078125,0.144806756
1325,4,8,-8,8,-2,0.514508929,0.063657732
1326,8,8,-8,8,-2,0.525669643,0.077357054
1327,16,8,-8,2,0,0.517857143,0.086524674
1328,20,8,-8,2,0,0.503348214,0.001609122
1329,16,8,-8,4,0,0.510044643,0.129140258
1330,20,8,-8,4,0,0.508928571,0.103021724
1331,4,8,-8,6,0,0.513392857,-0.008305446
1332,8,8,-8,6,0,0.526785714,-0.006919766
1333,4,8,-8,8,0,0.514508929,0.061267247
1334,8,8,-8,8,0,0.529017857,0.026638376
1335,8,0,-6,2,-10,0.5078125,0.314101952
1336,12,0,-6,2,-10,0.506696429,0.474155023
1337,16,0,-6,2,-10,0.5078125,0.555552236
1338,20,0,-6,2,-10,0.504464286,0.638431769
1339,24,0,-6,2,-10,0.502232143,0.304320184
1340,8,0,-6,4,-10,0.508928571,0.570073539
1341,12,0,-6,4,-10,0.515625,0.844955862
1342,16,0,-6,4,-10,0.514508929,1.00248001
1343,20,0,-6,4,-10,0.518973214,1.235737163
1344,24,0,-6,4,-10,0.514508929,0.813297818
1345,28,0,-6,4,-10,0.512276786,0.296627222
1346,4,0,-6,6,-10,0.514508929,0.379591839
1347,8,0,-6,6,-10,0.518973214,0.721175341
1348,12,0,-6,6,-10,0.518973214,1.074837936
1349,16,0,-6,6,-10,0.5234375,1.194202921
1350,20,0,-6,6,-10,0.514508929,1.545077641
1351,24,0,-6,6,-10,0.515625,0.942227445
1352,28,0,-6,6,-10,0.511160714,0.329180407
1353,4,0,-6,8,-10,0.520089286,0.454012968
1354,8,0,-6,8,-10,0.513392857,0.772393961
1355,12,0,-6,8,-10,0.517857143,1.159801146
1356,16,0,-6,8,-10,0.522321429,1.073784959
1357,20,0,-6,8,-10,0.5234375,1.527214219
1358,24,0,-6,8,-10,0.515625,0.570392245
1359,8,0,-6,2,-8,0.5078125,0.310741221
1360,12,0,-6,2,-8,0.5078125,0.463897963
1361,16,0,-6,2,-8,0.5078125,0.559723045
1362,20,0,-6,2,-8,0.504464286,0.65661866
1363,24,0,-6,2,-8,0.504464286,0.347609083
1364,8,0,-6,4,-8,0.511160714,0.568795636
1365,12,0,-6,4,-8,0.511160714,0.815538698
1366,16,0,-6,4,-8,0.514508929,1.01620165
1367,20,0,-6,4,-8,0.521205357,1.264163538
1368,24,0,-6,4,-8,0.513392857,0.86929021
1369,28,0,-6,4,-8,0.514508929,0.43432942
1370,4,0,-6,6,-8,0.516741071,0.373492516
1371,8,0,-6,6,-8,0.520089286,0.681256241
1372,12,0,-6,6,-8,0.517857143,1.041228231
1373,16,0,-6,6,-8,0.516741071,1.152968786
1374,20,0,-6,6,-8,0.513392857,1.545139506
1375,24,0,-6,6,-8,0.516741071,1.023668225
1376,28,0,-6,6,-8,0.517857143,0.470695503
1377,4,0,-6,8,-8,0.520089286,0.447790792
1378,8,0,-6,8,-8,0.513392857,0.735035385
1379,12,0,-6,8,-8,0.524553571,1.059259064
1380,16,0,-6,8,-8,0.515625,0.954067723
1381,20,0,-6,8,-8,0.522321429,1.44634143
1382,24,0,-6,8,-8,0.512276786,0.593421959
1383,8,0,-6,2,-6,0.5078125,0.309971831
1384,12,0,-6,2,-6,0.5078125,0.444473886
1385,16,0,-6,2,-6,0.506696429,0.57184489
1386,20,0,-6,2,-6,0.505580357,0.698776463
1387,24,0,-6,2,-6,0.5078125,0.395717338
1388,8,0,-6,4,-6,0.512276786,0.525386055
1389,12,0,-6,4,-6,0.513392857,0.786174285
1390,16,0,-6,4,-6,0.522321429,0.976901093
1391,20,0,-6,4,-6,0.514508929,1.29368255
1392,24,0,-6,4,-6,0.513392857,0.939477862
1393,28,0,-6,4,-6,0.512276786,0.609238826
1394,32,0,-6,4,-6,0.510044643,0.072555314
1395,4,0,-6,6,-6,0.520089286,0.367336921
1396,8,0,-6,6,-6,0.513392857,0.645144243
1397,12,0,-6,6,-6,0.522321429,0.952263981
1398,16,0,-6,6,-6,0.513392857,1.053036385
1399,20,0,-6,6,-6,0.516741071,1.478531629
1400,24,0,-6,6,-6,0.513392857,1.078740097
1401,28,0,-6,6,-6,0.513392857,0.628135677
1402,4,0,-6,8,-6,0.515625,0.441383386
1403,8,0,-6,8,-6,0.515625,0.719020471
1404,12,0,-6,8,-6,0.525669643,0.942843881
1405,16,0,-6,8,-6,0.516741071,0.820429064
1406,20,0,-6,8,-6,0.518973214,1.268526672
1407,24,0,-6,8,-6,0.5078125,0.554838503
1408,8,0,-6,2,-4,0.5078125,0.309064622
1409,12,0,-6,2,-4,0.5078125,0.410920961
1410,16,0,-6,2,-4,0.505580357,0.58865881
1411,20,0,-6,2,-4,0.511160714,0.741809214
1412,24,0,-6,2,-4,0.511160714,0.455374362
1413,28,0,-6,2,-4,0.502232143,0.257994076
1414,8,0,-6,4,-4,0.514508929,0.490501812
1415,12,0,-6,4,-4,0.515625,0.720814462
1416,16,0,-6,4,-4,0.520089286,0.917288291
1417,20,0,-6,4,-4,0.517857143,1.271622334
1418,24,0,-6,4,-4,0.515625,1.027228132
1419,28,0,-6,4,-4,0.508928571,0.786183016
1420,32,0,-6,4,-4,0.518973214,0.352292275
1421,4,0,-6,6,-4,0.520089286,0.360996574
1422,8,0,-6,6,-4,0.515625,0.630392867
1423,12,0,-6,6,-4,0.5234375,0.84207066
1424,16,0,-6,6,-4,0.512276786,0.919742708
1425,20,0,-6,6,-4,0.514508929,1.309497532
1426,24,0,-6,6,-4,0.515625,1.006496163
1427,28,0,-6,6,-4,0.514508929,0.737947289
1428,4,0,-6,8,-4,0.515625,0.434449298
1429,8,0,-6,8,-4,0.521205357,0.673351094
1430,12,0,-6,8,-4,0.518973214,0.760550924
1431,16,0,-6,8,-4,0.514508929,0.589101419
1432,20,0,-6,8,-4,0.512276786,0.959564199
1433,24,0,-6,8,-4,0.508928571,0.24260181
1434,8,0,-6,2,-2,0.5078125,0.270701763
1435,12,0,-6,2,-2,0.504464286,0.367585639
1436,16,0,-6,2,-2,0.512276786,0.553951785
1437,20,0,-6,2,-2,0.514508929,0.764688075
1438,24,0,-6,2,-2,0.510044643,0.548553973
1439,28,0,-6,2,-2,0.505580357,0.423152653
1440,32,0,-6,2,-2,0.503348214,0.281540704
1441,36,0,-6,2,-2,0.502232143,0.184650124
1442,8,0,-6,4,-2,0.510044643,0.463030176
1443,12,0,-6,4,-2,0.521205357,0.604123186
1444,16,0,-6,4,-2,0.514508929,0.77115573
1445,20,0,-6,4,-2,0.512276786,1.092851379
1446,24,0,-6,4,-2,0.513392857,0.922606193
1447,28,0,-6,4,-2,0.515625,0.808291336
1448,32,0,-6,4,-2,0.5234375,0.350649669
1449,36,0,-6,4,-2,0.526785714,-0.049060736
1450,4,0,-6,6,-2,0.515625,0.349367645
1451,8,0,-6,6,-2,0.521205357,0.575388849
1452,12,0,-6,6,-2,0.515625,0.674914748
1453,16,0,-6,6,-2,0.511160714,0.652405501
1454,20,0,-6,6,-2,0.5078125,0.994709438
1455,24,0,-6,6,-2,0.515625,0.608542611
1456,28,0,-6,6,-2,0.520089286,0.358745173
1457,4,0,-6,8,-2,0.515625,0.422549811
1458,8,0,-6,8,-2,0.521205357,0.617389785
1459,12,0,-6,8,-2,0.516741071,0.593492289
1460,16,0,-6,8,-2,0.512276786,0.237124299
1461,20,0,-6,8,-2,0.515625,0.578857184
1462,8,0,-6,2,0,0.504464286,0.236427644
1463,12,0,-6,2,0,0.503348214,0.263000104
1464,16,0,-6,2,0,0.510044643,0.368870499
1465,20,0,-6,2,0,0.501116071,0.554908413
1466,24,0,-6,2,0,0.505580357,0.323829509
1467,28,0,-6,2,0,0.508928571,0.21787535
1468,32,0,-6,2,0,0.506696429,0.084243565
1469,36,0,-6,2,0,0.512276786,-0.015651712
1470,4,0,-6,4,0,0.501116071,0.25191425
1471,8,0,-6,4,0,0.516741071,0.41685818
1472,12,0,-6,4,0,0.515625,0.460620797
1473,16,0,-6,4,0,0.503348214,0.476905977
1474,20,0,-6,4,0,0.513392857,0.7691925
1475,24,0,-6,4,0,0.5234375,0.407571987
1476,28,0,-6,4,0,0.516741071,0.224393119
1477,4,0,-6,6,0,0.515625,0.347676989
1478,8,0,-6,6,0,0.524553571,0.526867992
1479,12,0,-6,6,0,0.520089286,0.512218334
1480,16,0,-6,6,0,0.515625,0.311863166
1481,20,0,-6,6,0,0.520089286,0.601224406
1482,24,0,-6,6,0,0.518973214,-0.052874129
1483,4,0,-6,8,0,0.515625,0.420159326
1484,8,0,-6,8,0,0.524553571,0.566671106
1485,12,0,-6,8,0,0.522321429,0.410477521
1486,20,0,-6,8,0,0.525669643,0.107942175
1487,8,2,-6,2,-10,0.508928571,0.21282802
1488,12,2,-6,2,-10,0.5078125,0.419630924
1489,16,2,-6,2,-10,0.513392857,0.708624497
1490,20,2,-6,2,-10,0.508928571,0.809147464
1491,24,2,-6,2,-10,0.505580357,0.502938002
1492,8,2,-6,4,-10,0.512276786,0.466115167
1493,12,2,-6,4,-10,0.518973214,0.783368185
1494,16,2,-6,4,-10,0.517857143,1.143522785
1495,20,2,-6,4,-10,0.521205357,1.373975505
1496,24,2,-6,4,-10,0.517857143,0.975814967
1497,28,2,-6,4,-10,0.512276786,0.454476677
1498,4,2,-6,6,-10,0.515625,0.332243108
1499,8,2,-6,6,-10,0.521205357,0.633584381
1500,12,2,-6,6,-10,0.522321429,1.012517954
1501,16,2,-6,6,-10,0.527901786,1.317499563
1502,20,2,-6,6,-10,0.517857143,1.663373561
1503,24,2,-6,6,-10,0.516741071,1.017195093
1504,28,2,-6,6,-10,0.511160714,0.333395886
1505,4,2,-6,8,-10,0.517857143,0.40614001
1506,8,2,-6,8,-10,0.515625,0.68128838
1507,12,2,-6,8,-10,0.521205357,1.089299809
1508,16,2,-6,8,-10,0.526785714,1.170378544
1509,20,2,-6,8,-10,0.526785714,1.590795232
1510,24,2,-6,8,-10,0.518973214,0.522085732
1511,8,2,-6,2,-8,0.508928571,0.209467289
1512,12,2,-6,2,-8,0.508928571,0.409373863
1513,16,2,-6,2,-8,0.513392857,0.712795306
1514,20,2,-6,2,-8,0.508928571,0.827334356
1515,24,2,-6,2,-8,0.5078125,0.546226608
1516,8,2,-6,4,-8,0.514508929,0.464837264
1517,12,2,-6,4,-8,0.514508929,0.753951021
1518,16,2,-6,4,-8,0.517857143,1.157244425
1519,20,2,-6,4,-8,0.5234375,1.40240188
1520,24,2,-6,4,-8,0.516741071,1.03180707
1521,28,2,-6,4,-8,0.514508929,0.592107649
1522,32,2,-6,4,-8,0.503348214,-0.038521267
1523,4,2,-6,6,-8,0.517857143,0.326143786
1524,8,2,-6,6,-8,0.522321429,0.593665281
1525,12,2,-6,6,-8,0.521205357,0.97890825
1526,16,2,-6,6,-8,0.521205357,1.276265428
1527,20,2,-6,6,-8,0.516741071,1.663435426
1528,24,2,-6,6,-8,0.517857143,1.09863559
1529,28,2,-6,6,-8,0.517857143,0.47483303
1530,4,2,-6,8,-8,0.517857143,0.399917834
1531,8,2,-6,8,-8,0.515625,0.643929804
1532,12,2,-6,8,-8,0.527901786,0.988757727
1533,16,2,-6,8,-8,0.520089286,1.050661308
1534,20,2,-6,8,-8,0.525669643,1.509922443
1535,24,2,-6,8,-8,0.515625,0.545115167
1536,8,2,-6,2,-6,0.508928571,0.208697899
1537,12,2,-6,2,-6,0.508928571,0.389949786
1538,16,2,-6,2,-6,0.512276786,0.72491715
1539,20,2,-6,2,-6,0.510044643,0.869492158
1540,24,2,-6,2,-6,0.511160714,0.594334571
1541,28,2,-6,2,-6,0.503348214,0.365514677
1542,8,2,-6,4,-6,0.515625,0.421427684
1543,12,2,-6,4,-6,0.516741071,0.724586608
1544,16,2,-6,4,-6,0.525669643,1.117943868
1545,20,2,-6,4,-6,0.516741071,1.431920891
1546,24,2,-6,4,-6,0.516741071,1.101994435
1547,28,2,-6,4,-6,0.512276786,0.766944998
1548,32,2,-6,4,-6,0.5078125,0.155229619
1549,4,2,-6,6,-6,0.521205357,0.31998819
1550,8,2,-6,6,-6,0.515625,0.557553283
1551,12,2,-6,6,-6,0.525669643,0.889943999
1552,16,2,-6,6,-6,0.517857143,1.176333027
1553,20,2,-6,6,-6,0.520089286,1.596827549
1554,24,2,-6,6,-6,0.514508929,1.153707179
1555,28,2,-6,6,-6,0.513392857,0.632194221
1556,4,2,-6,8,-6,0.513392857,0.393510428
1557,8,2,-6,8,-6,0.517857143,0.62791489
1558,12,2,-6,8,-6,0.529017857,0.872342544
1559,16,2,-6,8,-6,0.521205357,0.917022649
1560,20,2,-6,8,-6,0.522321429,1.332107685
1561,24,2,-6,8,-6,0.511160714,0.506531433
1562,8,2,-6,2,-4,0.508928571,0.207790691
1563,12,2,-6,2,-4,0.508928571,0.356396862
1564,16,2,-6,2,-4,0.511160714,0.74173107
1565,20,2,-6,2,-4,0.515625,0.91252491
1566,24,2,-6,2,-4,0.514508929,0.653991302
1567,28,2,-6,2,-4,0.506696429,0.470909016
1568,8,2,-6,4,-4,0.517857143,0.38654344
1569,12,2,-6,4,-4,0.518973214,0.659226785
1570,16,2,-6,4,-4,0.5234375,1.058331066
1571,20,2,-6,4,-4,0.520089286,1.409860675
1572,24,2,-6,4,-4,0.518973214,1.189744417
1573,28,2,-6,4,-4,0.508928571,0.943816276
1574,32,2,-6,4,-4,0.516741071,0.434369653
1575,4,2,-6,6,-4,0.521205357,0.313647844
1576,8,2,-6,6,-4,0.517857143,0.542801907
1577,12,2,-6,6,-4,0.526785714,0.779750679
1578,16,2,-6,6,-4,0.516741071,1.04303935
1579,20,2,-6,6,-4,0.517857143,1.427793452
1580,24,2,-6,6,-4,0.516741071,1.081462962
1581,28,2,-6,6,-4,0.514508929,0.74192579
1582,4,2,-6,8,-4,0.513392857,0.386576339
1583,8,2,-6,8,-4,0.5234375,0.582245512
1584,12,2,-6,8,-4,0.522321429,0.690049587
1585,16,2,-6,8,-4,0.518973214,0.685695003
1586,20,2,-6,8,-4,0.515625,1.023145213
1587,24,2,-6,8,-4,0.512276786,0.194294463
1588,8,2,-6,2,-2,0.508928571,0.169427831
