,n_windows,score_BigBonus,score_BigLoss,score_MinorBonus,score_MinorLoss,win_rate,yield_rate
531,4,6,-10,8,-4,0.515625,0.203757679
532,8,6,-10,8,-4,0.5234375,0.249953431
533,12,6,-10,8,-4,0.517857143,0.237438029
534,16,6,-10,8,-4,0.513392857,0.473402955
535,20,6,-10,8,-4,0.512276786,0.690542692
536,32,6,-10,8,-4,0.526785714,0.244812935
537,12,6,-10,2,-2,0.505580357,-0.031445523
538,16,6,-10,2,-2,0.517857143,0.669858125
539,20,6,-10,2,-2,0.522321429,0.912280535
540,24,6,-10,2,-2,0.515625,0.605829598
541,28,6,-10,2,-2,0.508928571,0.406453849
542,32,6,-10,2,-2,0.5078125,0.140906584
543,8,6,-10,4,-2,0.511160714,0.038105618
544,12,6,-10,4,-2,0.522321429,0.167918552
545,16,6,-10,4,-2,0.516741071,0.864423323
546,20,6,-10,4,-2,0.516741071,1.190487488
547,24,6,-10,4,-2,0.518973214,0.739209643
548,28,6,-10,4,-2,0.516741071,0.310848121
549,4,6,-10,6,-2,0.513392857,0.120950238
550,8,6,-10,6,-2,0.521205357,0.153774669
551,12,6,-10,6,-2,0.516741071,0.205826011
552,16,6,-10,6,-2,0.515625,0.661274411
553,20,6,-10,6,-2,0.514508929,0.993956729
554,24,6,-10,6,-2,0.520089286,0.167266347
555,4,6,-10,8,-2,0.515625,0.191858192
556,8,6,-10,8,-2,0.5234375,0.193992121
557,12,6,-10,8,-2,0.515625,0.071297179
558,16,6,-10,8,-2,0.508928571,0.119783525
559,20,6,-10,8,-2,0.516741071,0.284985168
560,16,6,-10,2,0,0.515625,0.507268601
561,20,6,-10,2,0,0.508928571,0.722012128
562,24,6,-10,2,0,0.510044643,0.392000325
563,28,6,-10,2,0,0.513392857,0.190455263
564,32,6,-10,2,0,0.511160714,-0.077148366
565,8,6,-10,4,0,0.517857143,-0.008066377
566,12,6,-10,4,0,0.516741071,0.035271187
567,16,6,-10,4,0,0.506696429,0.566892447
568,20,6,-10,4,0,0.514508929,0.888237699
569,24,6,-10,4,0,0.530133929,0.237739657
570,4,6,-10,6,0,0.513392857,0.119259582
571,8,6,-10,6,0,0.524553571,0.105253812
572,12,6,-10,6,0,0.521205357,0.044047382
573,16,6,-10,6,0,0.516741071,0.322862591
574,20,6,-10,6,0,0.526785714,0.590420656
575,4,6,-10,8,0,0.515625,0.189467707
576,8,6,-10,8,0,0.526785714,0.143273443
577,16,8,-10,2,-10,0.514508929,0.372837631
578,20,8,-10,2,-10,0.510044643,0.296810391
579,8,8,-10,4,-10,0.511160714,-0.010626577
580,12,8,-10,4,-10,0.517857143,0.061748625
581,16,8,-10,4,-10,0.516741071,0.760401102
582,20,8,-10,4,-10,0.521205357,0.78491986
583,4,8,-10,6,-10,0.512276786,0.033302828
584,8,8,-10,6,-10,0.520089286,0.140116486
585,12,8,-10,6,-10,0.521205357,0.24649754
586,16,8,-10,6,-10,0.526785714,0.851488194
587,20,8,-10,6,-10,0.515625,0.893279953
588,4,8,-10,8,-10,0.518973214,0.104842916
589,8,8,-10,8,-10,0.517857143,0.185536233
590,12,8,-10,8,-10,0.517857143,0.268222517
591,16,8,-10,8,-10,0.5234375,0.592096548
592,20,8,-10,8,-10,0.521205357,0.560998981
593,16,8,-10,2,-8,0.514508929,0.37700844
594,20,8,-10,2,-8,0.510044643,0.314997282
595,8,8,-10,4,-8,0.513392857,-0.011904481
596,12,8,-10,4,-8,0.513392857,0.032331462
597,16,8,-10,4,-8,0.516741071,0.774122741
598,20,8,-10,4,-8,0.5234375,0.812870535
599,24,8,-10,4,-8,0.515625,-0.073990134
600,4,8,-10,6,-8,0.514508929,0.027203505
601,8,8,-10,6,-8,0.521205357,0.100197386
602,12,8,-10,6,-8,0.520089286,0.212887835
603,16,8,-10,6,-8,0.520089286,0.810904847
604,20,8,-10,6,-8,0.514508929,0.905185034
605,4,8,-10,8,-8,0.518973214,0.09862074
606,8,8,-10,8,-8,0.517857143,0.148177657
607,12,8,-10,8,-8,0.524553571,0.167680435
608,16,8,-10,8,-8,0.516741071,0.481244289
609,20,8,-10,8,-8,0.521205357,0.476301888
610,32,8,-10,8,-8,0.517857143,0.029165671
611,16,8,-10,2,-6,0.513392857,0.389130285
612,20,8,-10,2,-6,0.511160714,0.357155085
613,8,8,-10,4,-6,0.514508929,-0.055314061
614,12,8,-10,4,-6,0.515625,0.002967048
615,16,8,-10,4,-6,0.524553571,0.734822184
616,20,8,-10,4,-6,0.516741071,0.841914073
617,24,8,-10,4,-6,0.514508929,0.004358653
618,4,8,-10,6,-6,0.517857143,0.021047909
619,8,8,-10,6,-6,0.514508929,0.064085387
620,12,8,-10,6,-6,0.524553571,0.123923585
621,16,8,-10,6,-6,0.516741071,0.732173202
622,20,8,-10,6,-6,0.518973214,0.854736606
623,4,8,-10,8,-6,0.514508929,0.092213334
624,8,8,-10,8,-6,0.520089286,0.132162743
625,12,8,-10,8,-6,0.525669643,0.06137761
626,16,8,-10,8,-6,0.515625,0.341250381
627,20,8,-10,8,-6,0.516741071,0.304710771
628,32,8,-10,8,-6,0.517857143,-0.086721173
629,16,8,-10,2,-4,0.512276786,0.405944205
630,20,8,-10,2,-4,0.516741071,0.400187836
631,24,8,-10,2,-4,0.512276786,-0.053483849
632,12,8,-10,4,-4,0.517857143,-0.062392775
633,16,8,-10,4,-4,0.522321429,0.687276737
634,20,8,-10,4,-4,0.520089286,0.833127522
635,24,8,-10,4,-4,0.516741071,0.099823953
636,4,8,-10,6,-4,0.517857143,0.014707563
637,8,8,-10,6,-4,0.516741071,0.049334012
638,12,8,-10,6,-4,0.525669643,0.023842622
639,16,8,-10,6,-4,0.517857143,0.596457517
640,20,8,-10,6,-4,0.514508929,0.695662505
641,4,8,-10,8,-4,0.514508929,0.085279245
642,8,8,-10,8,-4,0.525669643,0.086493365
643,16,8,-10,8,-4,0.513392857,0.100773315
644,20,8,-10,8,-4,0.510044643,0.002133607
645,16,8,-10,2,-2,0.518973214,0.37123718
646,20,8,-10,2,-2,0.520089286,0.423066697
647,24,8,-10,2,-2,0.511160714,0.035840315
648,16,8,-10,4,-2,0.516741071,0.55265979
649,20,8,-10,4,-2,0.514508929,0.652074758
650,24,8,-10,4,-2,0.515625,0.031254042
651,4,8,-10,6,-2,0.513392857,0.003078633
652,8,8,-10,6,-2,0.522321429,-0.005670006
653,16,8,-10,6,-2,0.514508929,0.322531623
654,20,8,-10,6,-2,0.511160714,0.394515648
655,4,8,-10,8,-2,0.514508929,0.073379758
656,8,8,-10,8,-2,0.525669643,0.030532056
657,16,8,-10,2,0,0.516741071,0.208647656
658,20,8,-10,2,0,0.506696429,0.23279829
659,16,8,-10,4,0,0.506696429,0.255128914
660,20,8,-10,4,0,0.512276786,0.349824968
661,4,8,-10,6,0,0.513392857,0.001387978
662,8,8,-10,6,0,0.525669643,-0.054190863
663,16,8,-10,6,0,0.515625,-0.015880198
664,20,8,-10,6,0,0.5234375,-0.009020426
665,4,8,-10,8,0,0.514508929,0.070989273
666,8,8,-10,8,0,0.529017857,-0.020186622
667,8,0,-8,2,-10,0.5078125,0.310471413
668,12,0,-8,2,-10,0.506696429,0.460895535
669,16,0,-8,2,-10,0.5078125,0.544378913
670,20,0,-8,2,-10,0.504464286,0.619924461
671,24,0,-8,2,-10,0.501116071,0.242422398
672,8,0,-8,4,-10,0.508928571,0.559126644
673,12,0,-8,4,-10,0.513392857,0.805214854
674,16,0,-8,4,-10,0.514508929,0.987412218
675,20,0,-8,4,-10,0.516741071,1.23111261
676,24,0,-8,4,-10,0.514508929,0.710922279
677,28,0,-8,4,-10,0.513392857,0.168724218
678,4,0,-8,6,-10,0.513392857,0.376503671
679,8,0,-8,6,-10,0.516741071,0.710338371
680,12,0,-8,6,-10,0.516741071,1.019508901
681,16,0,-8,6,-10,0.5234375,1.168299328
682,20,0,-8,6,-10,0.513392857,1.524351531
683,24,0,-8,6,-10,0.513392857,0.852021939
684,28,0,-8,6,-10,0.508928571,0.17623302
685,4,0,-8,8,-10,0.520089286,0.449990237
686,8,0,-8,8,-10,0.513392857,0.750695662
687,12,0,-8,8,-10,0.515625,1.07845513
688,16,0,-8,8,-10,0.520089286,1.039476523
689,20,0,-8,8,-10,0.517857143,1.451094232
690,24,0,-8,8,-10,0.517857143,0.505924539
691,8,0,-8,2,-8,0.5078125,0.307110682
692,12,0,-8,2,-8,0.5078125,0.450638474
693,16,0,-8,2,-8,0.5078125,0.548549722
694,20,0,-8,2,-8,0.504464286,0.638111353
695,24,0,-8,2,-8,0.503348214,0.285711297
696,8,0,-8,4,-8,0.511160714,0.557848741
697,12,0,-8,4,-8,0.508928571,0.77579769
698,16,0,-8,4,-8,0.514508929,1.001133857
699,20,0,-8,4,-8,0.518973214,1.259063286
700,24,0,-8,4,-8,0.513392857,0.773118441
701,28,0,-8,4,-8,0.515625,0.312471702
702,4,0,-8,6,-8,0.515625,0.370404348
703,8,0,-8,6,-8,0.517857143,0.670419271
704,12,0,-8,6,-8,0.515625,0.985899197
705,16,0,-8,6,-8,0.516741071,1.127715982
706,20,0,-8,6,-8,0.512276786,1.543043563
707,24,0,-8,6,-8,0.515625,0.941071093
708,28,0,-8,6,-8,0.515625,0.329137589
709,4,0,-8,8,-8,0.520089286,0.443768061
710,8,0,-8,8,-8,0.513392857,0.713337086
711,12,0,-8,8,-8,0.522321429,0.977913047
712,16,0,-8,8,-8,0.513392857,0.918184428
713,20,0,-8,8,-8,0.516741071,1.368971825
714,24,0,-8,8,-8,0.513392857,0.54102367
715,8,0,-8,2,-6,0.5078125,0.306341292
716,12,0,-8,2,-6,0.5078125,0.431214397
717,16,0,-8,2,-6,0.506696429,0.560671567
718,20,0,-8,2,-6,0.505580357,0.680269156
719,24,0,-8,2,-6,0.506696429,0.33243887
720,8,0,-8,4,-6,0.512276786,0.51443916
721,12,0,-8,4,-6,0.511160714,0.746433277
722,16,0,-8,4,-6,0.522321429,0.9618333
723,20,0,-8,4,-6,0.512276786,1.288106824
724,24,0,-8,4,-6,0.512276786,0.851864582
725,28,0,-8,4,-6,0.515625,0.494917269
726,32,0,-8,4,-6,0.508928571,-0.077796171
727,4,0,-8,6,-6,0.518973214,0.364248753
728,8,0,-8,6,-6,0.511160714,0.634307272
729,12,0,-8,6,-6,0.520089286,0.896934946
730,16,0,-8,6,-6,0.513392857,1.038115758
731,20,0,-8,6,-6,0.516741071,1.474851237
732,24,0,-8,6,-6,0.512276786,0.99310849
733,28,0,-8,6,-6,0.514508929,0.501595926
734,4,0,-8,8,-6,0.515625,0.437360655
735,8,0,-8,8,-6,0.515625,0.697322172
736,12,0,-8,8,-6,0.5234375,0.871610222
737,16,0,-8,8,-6,0.512276786,0.779741707
738,20,0,-8,8,-6,0.513392857,1.198583843
739,24,0,-8,8,-6,0.513392857,0.504588817
740,8,0,-8,2,-4,0.5078125,0.305434084
741,12,0,-8,2,-4,0.5078125,0.397661473
742,16,0,-8,2,-4,0.505580357,0.577485487
743,20,0,-8,2,-4,0.511160714,0.723301907
744,24,0,-8,2,-4,0.510044643,0.392099695
745,28,0,-8,2,-4,0.502232143,0.213298528
746,8,0,-8,4,-4,0.514508929,0.479554917
747,12,0,-8,4,-4,0.513392857,0.681073454
748,16,0,-8,4,-4,0.520089286,0.914287854
749,20,0,-8,4,-4,0.515625,1.269104609
750,24,0,-8,4,-4,0.515625,0.938729233
751,28,0,-8,4,-4,0.513392857,0.663150892
752,32,0,-8,4,-4,0.520089286,0.205275646
753,4,0,-8,6,-4,0.518973214,0.357908406
754,8,0,-8,6,-4,0.513392857,0.619555896
755,12,0,-8,6,-4,0.521205357,0.796853984
756,16,0,-8,6,-4,0.513392857,0.90326135
757,20,0,-8,6,-4,0.513392857,1.308111965
758,24,0,-8,6,-4,0.515625,0.940923867
759,28,0,-8,6,-4,0.516741071,0.631351064
760,4,0,-8,8,-4,0.515625,0.430426566
761,8,0,-8,8,-4,0.521205357,0.651652795
762,12,0,-8,8,-4,0.516741071,0.689743551
763,16,0,-8,8,-4,0.511160714,0.540770394
764,20,0,-8,8,-4,0.5078125,0.885859867
765,24,0,-8,8,-4,0.512276786,0.170373078
766,8,0,-8,2,-2,0.5078125,0.267071224
767,12,0,-8,2,-2,0.504464286,0.35432615
768,16,0,-8,2,-2,0.512276786,0.542778463
769,20,0,-8,2,-2,0.514508929,0.746180768
770,24,0,-8,2,-2,0.508928571,0.481421234
771,28,0,-8,2,-2,0.505580357,0.369004815
772,32,0,-8,2,-2,0.504464286,0.255802642
773,36,0,-8,2,-2,0.503348214,0.165311102
774,8,0,-8,4,-2,0.510044643,0.452083281
775,12,0,-8,4,-2,0.518973214,0.574494536
776,16,0,-8,4,-2,0.514508929,0.767283341
777,20,0,-8,4,-2,0.510044643,1.097675869
778,24,0,-8,4,-2,0.514508929,0.856016122
779,28,0,-8,4,-2,0.518973214,0.685536727
780,32,0,-8,4,-2,0.5234375,0.205617419
781,4,0,-8,6,-2,0.514508929,0.346279477
782,8,0,-8,6,-2,0.518973214,0.564551878
783,12,0,-8,6,-2,0.513392857,0.630124358
784,16,0,-8,6,-2,0.511160714,0.628850326
785,20,0,-8,6,-2,0.506696429,0.999059587
786,24,0,-8,6,-2,0.513392857,0.558066689
787,28,0,-8,6,-2,0.522321429,0.267002974
788,4,0,-8,8,-2,0.515625,0.418527079
789,8,0,-8,8,-2,0.521205357,0.595691486
790,12,0,-8,8,-2,0.514508929,0.523148725
791,16,0,-8,8,-2,0.5078125,0.1947779
792,20,0,-8,8,-2,0.511160714,0.480512261
793,8,0,-8,2,0,0.504464286,0.232797106
794,12,0,-8,2,0,0.503348214,0.259852973
795,16,0,-8,2,0,0.510044643,0.369973275
796,20,0,-8,2,0,0.501116071,0.545483622
797,24,0,-8,2,0,0.504464286,0.26102218
798,28,0,-8,2,0,0.508928571,0.147555007
799,32,0,-8,2,0,0.505580357,0.028998745
800,36,0,-8,2,0,0.512276786,-0.039633395
801,4,0,-8,4,0,0.501116071,0.248797204
802,8,0,-8,4,0,0.516741071,0.405911286
803,12,0,-8,4,0,0.513392857,0.431418433
804,16,0,-8,4,0,0.504464286,0.469290785
805,20,0,-8,4,0,0.508928571,0.793185931
806,24,0,-8,4,0,0.522321429,0.343194986
807,28,0,-8,4,0,0.517857143,0.109720332
808,4,0,-8,6,0,0.514508929,0.344588821
809,8,0,-8,6,0,0.522321429,0.516031021
810,12,0,-8,6,0,0.517857143,0.467891752
811,16,0,-8,6,0,0.512276786,0.294827181
812,20,0,-8,6,0,0.516741071,0.592935912
813,4,0,-8,8,0,0.515625,0.416136594
814,8,0,-8,8,0,0.524553571,0.544972807
815,12,0,-8,8,0,0.520089286,0.340640469
816,20,0,-8,8,0,0.520089286,0.00830726
817,8,2,-8,2,-10,0.508928571,0.217525639
818,12,2,-8,2,-10,0.5078125,0.390606685
819,16,2,-8,2,-10,0.513392857,0.677896683
820,20,2,-8,2,-10,0.5078125,0.763638922
821,24,2,-8,2,-10,0.504464286,0.411926572
822,8,2,-8,4,-10,0.511160714,0.463778637
823,12,2,-8,4,-10,0.518973214,0.747460526
824,16,2,-8,4,-10,0.517857143,1.110335515
825,20,2,-8,4,-10,0.520089286,1.347573379
826,24,2,-8,4,-10,0.515625,0.831011494
827,28,2,-8,4,-10,0.511160714,0.291689974
828,4,2,-8,6,-10,0.514508929,0.328872892
829,8,2,-8,6,-10,0.518973214,0.612097374
830,12,2,-8,6,-10,0.521205357,0.954258272
831,16,2,-8,6,-10,0.527901786,1.269082544
832,20,2,-8,6,-10,0.516741071,1.604455552
833,24,2,-8,6,-10,0.518973214,0.919369642
834,28,2,-8,6,-10,0.508928571,0.226024682
835,4,2,-8,8,-10,0.517857143,0.402117437
836,8,2,-8,8,-10,0.515625,0.668564408
837,12,2,-8,8,-10,0.520089286,1.011790647
838,16,2,-8,8,-10,0.524553571,1.116480286
839,20,2,-8,8,-10,0.521205357,1.497372583
840,24,2,-8,8,-10,0.518973214,0.459728447
841,8,2,-8,2,-8,0.508928571,0.214164908
842,12,2,-8,2,-8,0.508928571,0.380349624
843,16,2,-8,2,-8,0.513392857,0.682067492
844,20,2,-8,2,-8,0.5078125,0.781825814
845,24,2,-8,2,-8,0.506696429,0.455215178
846,8,2,-8,4,-8,0.513392857,0.462500733
847,12,2,-8,4,-8,0.514508929,0.718043363
848,16,2,-8,4,-8,0.517857143,1.124057154
849,20,2,-8,4,-8,0.522321429,1.375524054
850,24,2,-8,4,-8,0.514508929,0.893207367
851,28,2,-8,4,-8,0.513392857,0.435366232
852,4,2,-8,6,-8,0.516741071,0.322773569
853,8,2,-8,6,-8,0.520089286,0.572178274
854,12,2,-8,6,-8,0.520089286,0.920648568
855,16,2,-8,6,-8,0.521205357,1.228499197
856,20,2,-8,6,-8,0.515625,1.623147584
857,24,2,-8,6,-8,0.521205357,1.008418513
858,28,2,-8,6,-8,0.515625,0.378851299
859,4,2,-8,8,-8,0.517857143,0.395895261
860,8,2,-8,8,-8,0.515625,0.631205832
861,12,2,-8,8,-8,0.526785714,0.911248564
862,16,2,-8,8,-8,0.517857143,0.995188191
863,20,2,-8,8,-8,0.520089286,1.415250176
864,24,2,-8,8,-8,0.514508929,0.494827299
865,8,2,-8,2,-6,0.508928571,0.213395518
866,12,2,-8,2,-6,0.508928571,0.360925548
867,16,2,-8,2,-6,0.512276786,0.694189337
868,20,2,-8,2,-6,0.508928571,0.823983616
869,24,2,-8,2,-6,0.510044643,0.501942458
870,28,2,-8,2,-6,0.501116071,0.303838442
871,8,2,-8,4,-6,0.514508929,0.419091153
872,12,2,-8,4,-6,0.516741071,0.688678949
873,16,2,-8,4,-6,0.525669643,1.084756597
874,20,2,-8,4,-6,0.515625,1.404567593
875,24,2,-8,4,-6,0.513392857,0.97195322
876,28,2,-8,4,-6,0.513392857,0.617739741
877,32,2,-8,4,-6,0.5078125,0.059229081
878,4,2,-8,6,-6,0.520089286,0.316617974
879,8,2,-8,6,-6,0.513392857,0.536066276
880,12,2,-8,6,-6,0.524553571,0.831684317
881,16,2,-8,6,-6,0.517857143,1.138898973
882,20,2,-8,6,-6,0.520089286,1.554955258
883,24,2,-8,6,-6,0.517857143,1.060455628
884,28,2,-8,6,-6,0.514508929,0.551230653
885,4,2,-8,8,-6,0.513392857,0.389487855
886,8,2,-8,8,-6,0.517857143,0.615190919
887,12,2,-8,8,-6,0.527901786,0.804945739
888,16,2,-8,8,-6,0.516741071,0.85674547
889,20,2,-8,8,-6,0.516741071,1.244862194
890,24,2,-8,8,-6,0.514508929,0.458392168
891,8,2,-8,2,-4,0.508928571,0.21248831
892,12,2,-8,2,-4,0.508928571,0.327372623
893,16,2,-8,2,-4,0.511160714,0.711003257
894,20,2,-8,2,-4,0.514508929,0.867016368
895,24,2,-8,2,-4,0.513392857,0.561602991
896,28,2,-8,2,-4,0.504464286,0.399688504
897,8,2,-8,4,-4,0.516741071,0.38420691
898,12,2,-8,4,-4,0.518973214,0.623319127
899,16,2,-8,4,-4,0.5234375,1.037211151
900,20,2,-8,4,-4,0.518973214,1.385565378
901,24,2,-8,4,-4,0.516741071,1.058817584
902,28,2,-8,4,-4,0.511160714,0.785900453
903,32,2,-8,4,-4,0.518973214,0.341703972
904,4,2,-8,6,-4,0.520089286,0.310277627
905,8,2,-8,6,-4,0.515625,0.5213149
906,12,2,-8,6,-4,0.525669643,0.731603355
907,16,2,-8,6,-4,0.517857143,1.004044565
908,20,2,-8,6,-4,0.516741071,1.388215985
909,24,2,-8,6,-4,0.521205357,1.008270722
910,28,2,-8,6,-4,0.516741071,0.680905748
911,4,2,-8,8,-4,0.513392857,0.382553767
912,8,2,-8,8,-4,0.5234375,0.569521541
913,12,2,-8,8,-4,0.521205357,0.623079068
914,16,2,-8,8,-4,0.515625,0.617774157
915,20,2,-8,8,-4,0.511160714,0.932138218
916,24,2,-8,8,-4,0.513392857,0.124176151
917,8,2,-8,2,-2,0.508928571,0.17412545
918,12,2,-8,2,-2,0.505580357,0.284037301
919,16,2,-8,2,-2,0.517857143,0.676296232
920,20,2,-8,2,-2,0.517857143,0.889895229
921,24,2,-8,2,-2,0.512276786,0.650924237
922,28,2,-8,2,-2,0.5078125,0.555326691
923,32,2,-8,2,-2,0.505580357,0.472344977
924,36,2,-8,2,-2,0.503348214,0.373101127
925,8,2,-8,4,-2,0.512276786,0.356735273
926,12,2,-8,4,-2,0.524553571,0.516740208
927,16,2,-8,4,-2,0.517857143,0.890206638
928,20,2,-8,4,-2,0.513392857,1.214136638
929,24,2,-8,4,-2,0.515625,0.976104186
930,28,2,-8,4,-2,0.516741071,0.808212499
931,32,2,-8,4,-2,0.522321429,0.341468627
932,4,2,-8,6,-2,0.515625,0.298648698
933,8,2,-8,6,-2,0.521205357,0.466310882
934,12,2,-8,6,-2,0.517857143,0.564873729
935,16,2,-8,6,-2,0.515625,0.729633541
936,20,2,-8,6,-2,0.510044643,1.079163608
937,24,2,-8,6,-2,0.518973214,0.625413262
938,28,2,-8,6,-2,0.522321429,0.316476525
939,4,2,-8,8,-2,0.513392857,0.37065428
940,8,2,-8,8,-2,0.5234375,0.513560232
941,12,2,-8,8,-2,0.518973214,0.456484242
942,16,2,-8,8,-2,0.512276786,0.271781663
943,20,2,-8,8,-2,0.514508929,0.526790612
944,8,2,-8,2,0,0.505580357,0.139851332
945,12,2,-8,2,0,0.504464286,0.189564124
946,16,2,-8,2,0,0.515625,0.503491045
947,20,2,-8,2,0,0.504464286,0.689198083
948,24,2,-8,2,0,0.5078125,0.430524892
949,28,2,-8,2,0,0.511160714,0.333808059
950,32,2,-8,2,0,0.506696429,0.244551721
951,36,2,-8,2,0,0.513392857,0.160223763
952,4,2,-8,4,0,0.502232143,0.201396149
953,8,2,-8,4,0,0.518973214,0.310563278
954,12,2,-8,4,0,0.518973214,0.373664105
955,16,2,-8,4,0,0.5078125,0.592214082
956,20,2,-8,4,0,0.512276786,0.9096467
957,24,2,-8,4,0,0.5234375,0.463282763
958,28,2,-8,4,0,0.515625,0.232321416
959,4,2,-8,6,0,0.515625,0.296958042
960,8,2,-8,6,0,0.524553571,0.417790025
961,12,2,-8,6,0,0.522321429,0.402641123
962,16,2,-8,6,0,0.516741071,0.395610396
963,20,2,-8,6,0,0.520089286,0.673039933
964,24,2,-8,6,0,0.5234375,-0.058752371
965,4,2,-8,8,0,0.513392857,0.368263795
966,8,2,-8,8,0,0.526785714,0.462841554
967,12,2,-8,8,0,0.524553571,0.273975986
968,20,2,-8,8,0,0.5234375,0.054585611
969,8,4,-8,2,-10,0.5078125,0.060399542
970,12,4,-8,2,-10,0.505580357,0.288557499
971,16,4,-8,2,-10,0.511160714,0.744409757
972,20,4,-8,2,-10,0.5078125,0.885249862
973,24,4,-8,2,-10,0.503348214,0.52748419
974,8,4,-8,4,-10,0.511160714,0.303868689
975,12,4,-8,4,-10,0.515625,0.638222543
976,16,4,-8,4,-10,0.515625,1.165582714
977,20,4,-8,4,-10,0.518973214,1.436097645
978,24,4,-8,4,-10,0.515625,0.880460085
979,28,4,-8,4,-10,0.511160714,0.262760137
980,4,4,-8,6,-10,0.512276786,0.247367328
981,8,4,-8,6,-10,0.517857143,0.46843224
982,12,4,-8,6,-10,0.517857143,0.84073234
983,16,4,-8,6,-10,0.524553571,1.300941442
984,20,4,-8,6,-10,0.516741071,1.651949852
985,24,4,-8,6,-10,0.517857143,0.868216051
986,28,4,-8,6,-10,0.506696429,0.018531569
987,4,4,-8,8,-10,0.518973214,0.320062478
988,8,4,-8,8,-10,0.514508929,0.52123241
989,12,4,-8,8,-10,0.516741071,0.893163303
990,16,4,-8,8,-10,0.522321429,1.122017324
991,20,4,-8,8,-10,0.521205357,1.501331099
992,24,4,-8,8,-10,0.516741071,0.226990789
993,8,4,-8,2,-8,0.5078125,0.057038811
994,12,4,-8,2,-8,0.506696429,0.278300439
995,16,4,-8,2,-8,0.511160714,0.748580566
996,20,4,-8,2,-8,0.5078125,0.903436753
997,24,4,-8,2,-8,0.505580357,0.570772503
998,8,4,-8,4,-8,0.513392857,0.302590785
999,12,4,-8,4,-8,0.511160714,0.608805379
1000,16,4,-8,4,-8,0.515625,1.179304354
1001,20,4,-8,4,-8,0.521205357,1.46404832
1002,24,4,-8,4,-8,0.514508929,0.942655671
1003,28,4,-8,4,-8,0.513392857,0.406364335
1004,4,4,-8,6,-8,0.514508929,0.241268006
1005,8,4,-8,6,-8,0.518973214,0.42851314
1006,12,4,-8,6,-8,0.516741071,0.807122636
1007,16,4,-8,6,-8,0.517857143,1.260358096
1008,20,4,-8,6,-8,0.515625,1.670641884
1009,24,4,-8,6,-8,0.520089286,0.957264638
1010,28,4,-8,6,-8,0.513392857,0.171279201
1011,4,4,-8,8,-8,0.518973214,0.313840302
1012,8,4,-8,8,-8,0.514508929,0.483873834
1013,12,4,-8,8,-8,0.5234375,0.792621221
1014,16,4,-8,8,-8,0.515625,1.000725229
1015,20,4,-8,8,-8,0.520089286,1.419208691
1016,24,4,-8,8,-8,0.512276786,0.262089364
1017,8,4,-8,2,-6,0.5078125,0.056269421
1018,12,4,-8,2,-6,0.506696429,0.258876362
1019,16,4,-8,2,-6,0.510044643,0.760702411
1020,20,4,-8,2,-6,0.508928571,0.945594556
1021,24,4,-8,2,-6,0.508928571,0.61749949
1022,8,4,-8,4,-6,0.514508929,0.259181205
1023,12,4,-8,4,-6,0.513392857,0.579440966
1024,16,4,-8,4,-6,0.5234375,1.140003797
1025,20,4,-8,4,-6,0.514508929,1.493091858
1026,24,4,-8,4,-6,0.513392857,1.021401237
1027,28,4,-8,4,-6,0.513392857,0.58866493
1028,4,4,-8,6,-6,0.517857143,0.23511241
1029,8,4,-8,6,-6,0.512276786,0.392401141
1030,12,4,-8,6,-6,0.521205357,0.718158385
1031,16,4,-8,6,-6,0.514508929,1.170757872
1032,20,4,-8,6,-6,0.520089286,1.602449558
1033,24,4,-8,6,-6,0.516741071,1.00930147
1034,28,4,-8,6,-6,0.512276786,0.343578509
1035,4,4,-8,8,-6,0.514508929,0.307432896
1036,8,4,-8,8,-6,0.516741071,0.467858921
1037,12,4,-8,8,-6,0.524553571,0.686318396
1038,16,4,-8,8,-6,0.514508929,0.862282509
1039,20,4,-8,8,-6,0.516741071,1.248820709
1040,24,4,-8,8,-6,0.512276786,0.225653955
1041,8,4,-8,2,-4,0.5078125,0.055362213
1042,12,4,-8,2,-4,0.506696429,0.225323437
1043,16,4,-8,2,-4,0.508928571,0.777516331
1044,20,4,-8,2,-4,0.514508929,0.988627307
1045,24,4,-8,2,-4,0.512276786,0.677159731
1046,28,4,-8,2,-4,0.503348214,0.482127174
1047,8,4,-8,4,-4,0.516741071,0.224296961
1048,12,4,-8,4,-4,0.515625,0.514081143
1049,16,4,-8,4,-4,0.521205357,1.09245835
1050,20,4,-8,4,-4,0.517857143,1.474089644
1051,24,4,-8,4,-4,0.516741071,1.108265313
1052,28,4,-8,4,-4,0.511160714,0.756751851
1053,32,4,-8,4,-4,0.514508929,0.114156008
1054,4,4,-8,6,-4,0.517857143,0.228772064
1055,8,4,-8,6,-4,0.514508929,0.377649766
1056,12,4,-8,6,-4,0.522321429,0.618077423
1057,16,4,-8,6,-4,0.514508929,1.035903464
1058,20,4,-8,6,-4,0.516741071,1.435710286
1059,24,4,-8,6,-4,0.520089286,0.957116282
1060,28,4,-8,6,-4,0.514508929,0.473172469
1061,4,4,-8,8,-4,0.514508929,0.300498808
1062,8,4,-8,8,-4,0.522321429,0.422189543
1063,12,4,-8,8,-4,0.517857143,0.504451724
1064,16,4,-8,8,-4,0.513392857,0.623311196
1065,20,4,-8,8,-4,0.511160714,0.936096733
1066,8,4,-8,2,-2,0.5078125,0.016999353
1067,12,4,-8,2,-2,0.503348214,0.181988115
1068,16,4,-8,2,-2,0.515625,0.742809307
