,price_raw,price_next,price_diff,state,alpha,score,market_yield,adjust_yield
2015-01-05,3641.54,3641.06,-0.48,bb,1.0,0.0,-0.000131821053112,0.0
2015-01-06,3641.06,3643.79,2.73,bb,1.0,0.0,0.000749500711147,0.0
2015-01-07,3643.79,3559.26,-84.53,bb,1.0,0.0,-0.0234716906695,0.0
2015-01-08,3559.26,3546.72,-12.54,bb,1.0,0.0,-0.00352942536213,0.0
2015-01-09,3546.72,3513.58,-33.14,bb,1.0,0.0,-0.00938777201707,0.0
2015-01-12,3513.58,3514.04,0.46,bb,1.0,0.0,0.000130912030149,0.0
2015-01-13,3514.04,3502.42,-11.62,bb,1.0,0.0,-0.0033122145992,0.0
2015-01-14,3502.42,3604.12,101.7,bb,1.0,0.0,0.028623477389,0.0
2015-01-15,3604.12,3635.15,31.03,bb,1.0,0.0,0.00857274007946,0.0
2015-01-16,3635.15,3355.16,-279.99,bb,1.0,0.0,-0.0801509163072,0.0
2015-01-19,3355.16,3396.22,41.06,bl,1.0,0.0,0.012163589146,0.0
2015-01-20,3396.22,3548.89,152.67,bl,1.0,0.0,0.0439718300902,0.0
2015-01-21,3548.89,3567.61,18.72,bl,1.0,0.0,0.00526102527317,0.0
2015-01-22,3567.61,3571.73,4.12,bl,1.0,0.0,0.0011541684406,0.0
2015-01-23,3571.73,3607.99,36.26,bl,1.0,0.0,0.0101007583265,0.0
2015-01-26,3607.99,3574.93,-33.06,bl,1.0,0.0,-0.00920523504322,0.0
2015-01-27,3574.93,3525.32,-49.61,bl,1.0,0.0,-0.0139743832489,0.0
2015-01-28,3525.32,3481.8,-43.52,bl,1.0,0.0,-0.0124218108433,0.0
2015-01-29,3481.8,3434.39,-47.41,bl,1.0,0.0,-0.0137100752353,0.0
2015-01-30,3434.39,3353.96,-80.43,bl,1.0,0.0,-0.0236975889358,0.0
2015-02-02,3353.96,3437.45,83.49,bl,1.0,0.0,0.0245881801609,0.0
2015-02-03,3437.45,3401.77,-35.68,bl,1.0,0.0,-0.010434033034,0.0
2015-02-04,3401.77,3366.95,-34.82,bl,1.0,0.0,-0.0102885943445,0.0
2015-02-05,3366.95,3312.42,-54.53,bl,1.0,0.0,-0.0163282499765,0.0
2015-02-06,3312.42,3345.92,33.5,bl,1.0,0.0,0.0100626530563,0.0
2015-02-09,3345.92,3406.94,61.02,bl,1.0,0.0,0.0180728345889,0.0
2015-02-10,3406.94,3434.12,27.18,bl,1.0,0.0,0.0079461788132,0.0
2015-02-11,3434.12,3442.87,8.75,bl,1.0,0.0,0.00254471933849,0.0
2015-02-12,3442.87,3469.83,26.96,bl,1.0,0.0,0.00780017553003,0.0
2015-02-13,3469.83,3499.48,29.65,bl,1.0,0.0,0.00850878462478,0.0
2015-02-16,3499.48,3522.32,22.84,bl,1.0,0.0,0.0065054773851,0.0
2015-02-17,3522.32,3478.73,-43.59,bl,1.0,0.0,-0.0124525787642,0.0
2015-02-25,3478.73,3566.3,87.57,mb,1.0,0.0,0.0248613591268,0.0
2015-02-26,3566.3,3572.84,6.54,mb,1.0,0.0,0.00183215396517,0.0
2015-02-27,3572.84,3601.26,28.42,mb,1.0,0.0,0.00792298648442,0.0
2015-03-02,3601.26,3507.9,-93.36,mb,1.0,0.0,-0.0262662163941,0.0
2015-03-03,3507.9,3530.82,22.92,ml,1.0,0.0,0.00651257075431,0.0
2015-03-04,3530.82,3496.34,-34.48,ml,1.0,0.0,-0.00981343151755,0.0
2015-03-05,3496.34,3478.52,-17.82,mb,1.0,0.0,-0.00510979109926,0.0
2015-03-06,3478.52,3537.75,59.23,mb,1.0,0.0,0.0168840158806,0.0
2015-03-09,3537.75,3520.61,-17.14,mb,1.0,0.0,-0.00485666179972,0.0
2015-03-10,3520.61,3524.65,4.04,mb,1.0,0.0,0.00114687050381,0.0
2015-03-11,3524.65,3592.84,68.19,mb,1.0,0.0,0.0191618355528,0.0
2015-03-12,3592.84,3617.66,24.82,mb,1.0,0.0,0.00688443187835,0.0
2015-03-13,3617.66,3705.67,88.01,mb,1.0,0.0,0.0240366711206,0.0
2015-03-16,3705.67,3757.12,51.45,mb,1.0,0.0,0.0137886273535,0.0
2015-03-17,3757.12,3846.05,88.93,mb,1.0,0.0,0.0233939411424,0.0
2015-03-18,3846.05,3839.74,-6.31,mb,1.0,0.0,-0.00164199162811,0.0
2015-03-19,3839.74,3892.57,52.83,mb,1.0,0.0,0.0136649518915,0.0
2015-03-20,3892.57,3972.06,79.49,mb,1.0,0.0,0.0202152439435,0.0
2015-03-23,3972.06,3973.05,0.99,mb,1.0,0.0,0.000249209892657,0.0
2015-03-24,3973.05,3940.41,-32.64,mb,1.0,0.0,-0.00824928289209,0.0
2015-03-25,3940.41,3950.0,9.59,mb,1.0,0.0,0.00243080010344,0.0
2015-03-26,3950.0,3971.7,21.7,mb,1.0,0.0,0.00547863571655,0.0
2015-03-27,3971.7,4088.18,116.48,mb,1.0,0.0,0.0289056686136,0.0
2015-03-30,4088.18,4051.2,-36.98,mb,1.0,0.0,-0.00908674971554,0.0
2015-03-31,4051.2,4123.9,72.7,bb,1.0,0.0,0.0177861840304,0.0
2015-04-01,4123.9,4124.78,0.88,bb,1.0,0.0,0.000213367472938,0.0
2015-04-02,4124.78,4170.54,45.76,bb,1.0,0.0,0.0110328387986,0.0
2015-04-03,4170.54,4260.04,89.5,bb,1.0,0.0,0.0212330260789,0.0
2015-04-07,4260.04,4295.8,35.76,bb,1.0,0.0,0.00835925127947,0.0
2015-04-08,4295.8,4262.14,-33.66,bb,1.0,0.0,-0.00786641962313,0.0
2015-04-09,4262.14,4344.42,82.28,bb,1.0,0.0,0.0191208814759,0.0
2015-04-10,4344.42,4421.07,76.65,bb,1.0,0.0,0.0174894851998,0.0
2015-04-13,4421.07,4438.18,17.11,bb,1.0,0.0,0.00386263425761,0.0
2015-04-14,4438.18,4380.51,-57.67,bb,1.0,0.0,-0.0130792265321,0.0
2015-04-15,4380.51,4513.55,133.04,bb,1.0,0.0,0.0299188276061,0.0
2015-04-16,4513.55,4596.14,82.59,bb,1.0,0.0,0.0181328372211,0.0
2015-04-17,4596.14,4521.92,-74.22,bb,1.0,0.0,-0.016280138381,0.0
2015-04-20,4521.92,4619.16,97.24,bb,1.0,0.0,0.0212761879687,0.0
2015-04-21,4619.16,4739.81,120.65,bb,1.0,0.0,0.0257841801345,0.0
2015-04-22,4739.81,4740.89,1.08,bb,1.0,0.0,0.000227831279267,0.0
2015-04-23,4740.89,4702.64,-38.25,bb,1.0,0.0,-0.00810082864658,0.0
2015-04-24,4702.64,4807.59,104.95,bb,1.0,0.0,0.0220718659063,0.0
2015-04-27,4807.59,4741.86,-65.73,bb,1.0,0.0,-0.0137664552549,0.0
2015-04-28,4741.86,4774.33,32.47,bb,1.0,0.0,0.00682418615207,0.0
2015-04-29,4774.33,4749.89,-24.44,bb,1.0,0.0,-0.00513219006795,0.0
2015-04-30,4749.89,4787.74,37.85,bb,1.0,0.0,0.00793702391491,0.0
2015-05-04,4787.74,4596.84,-190.9,bb,1.0,0.0,-0.040689372888,0.0
2015-05-05,4596.84,4553.33,-43.51,bb,1.0,0.0,-0.00951027750072,0.0
2015-05-06,4553.33,4470.09,-83.24,bb,1.0,0.0,-0.0184502907589,0.0
2015-05-07,4470.09,4558.4,88.31,bb,1.0,0.0,0.0195631421105,0.0
2015-05-08,4558.4,4690.53,132.13,bb,1.0,0.0,0.0285738977085,0.0
2015-05-11,4690.53,4747.42,56.89,bb,1.0,0.0,0.0120557301181,0.0
2015-05-12,4747.42,4718.44,-28.98,bb,1.0,0.0,-0.0061230760952,0.0
2015-05-13,4718.44,4700.78,-17.66,mb,1.0,0.0,-0.00374978409952,0.0
2015-05-14,4700.78,4617.47,-83.31,mb,1.0,0.0,-0.0178815163455,0.0
2015-05-15,4617.47,4575.14,-42.33,mb,1.0,0.0,-0.00920963669578,0.0
2015-05-18,4575.14,4731.22,156.08,mb,1.0,0.0,0.0335457980123,0.0
2015-05-19,4731.22,4754.92,23.7,mb,1.0,0.0,0.00499677409595,0.0
2015-05-20,4754.92,4840.98,86.06,mb,1.0,0.0,0.0179373081108,0.0
2015-05-21,4840.98,4951.34,110.36,mb,1.0,0.0,0.0225410674455,0.0
2015-05-22,4951.34,5099.49,148.15,mb,1.0,0.0,0.0294822877132,0.0
2015-05-25,5099.49,5198.92,99.43,mb,1.0,0.0,0.0193103769787,0.0
2015-05-26,5198.92,5181.43,-17.49,bb,1.0,0.0,-0.00336983175924,0.0
2015-05-27,5181.43,4834.01,-347.42,bb,1.0,0.0,-0.0694047289901,0.0
2015-05-28,4834.01,4840.83,6.82,bl,1.0,0.0,0.00140984267019,0.0
2015-05-29,4840.83,5076.18,235.35,bl,1.0,0.0,0.0474728165868,0.0
2015-06-01,5076.18,5161.87,85.69,bl,1.0,0.0,0.0167399067258,0.0
2015-06-02,5161.87,5143.59,-18.28,bl,1.0,0.0,-0.00354763769347,0.0
2015-06-03,5143.59,5181.42,37.83,bl,1.0,0.0,0.00732787072977,0.0
2015-06-04,5181.42,5230.55,49.13,bl,1.0,0.0,0.00943728509313,0.0
2015-06-05,5230.55,5353.75,123.2,bb,1.0,0.0,0.0232808148759,0.0
2015-06-08,5353.75,5317.46,-36.29,bb,1.0,0.0,-0.0068015042154,0.0
2015-06-09,5317.46,5309.11,-8.35,bb,1.0,0.0,-0.00157153281228,0.0
2015-06-10,5309.11,5306.59,-2.52,bb,1.0,0.0,-0.000474768512172,0.0
2015-06-11,5306.59,5335.11,28.52,bb,1.0,0.0,0.00536005869027,0.0
2015-06-12,5335.11,5221.17,-113.94,bb,1.0,0.0,-0.0215879883874,0.0
2015-06-15,5221.17,5064.82,-156.35,bb,1.0,0.0,-0.0304029156472,0.0
2015-06-16,5064.82,5138.83,74.01,bb,1.0,0.0,0.0145068280339,0.0
2015-06-17,5138.83,4930.55,-208.28,bb,1.0,0.0,-0.0413748833989,0.0
2015-06-18,4930.55,4637.05,-293.5,bl,1.0,0.0,-0.0613721555132,0.0
2015-06-19,4637.05,4786.09,149.04,bl,1.0,0.0,0.0316354059719,0.0
2015-06-23,4786.09,4880.13,94.04,bl,1.0,0.0,0.0194580646977,0.0
2015-06-24,4880.13,4706.52,-173.61,bl,1.0,0.0,-0.0362230774161,0.0
2015-06-25,4706.52,4336.19,-370.33,bl,1.0,0.0,-0.0819526990729,0.0
2015-06-26,4336.19,4191.55,-144.64,bl,1.0,0.0,-0.0339254884371,0.0
2015-06-29,4191.55,4473.0,281.45,bl,1.0,0.0,0.0649887305224,0.0
2015-06-30,4473.0,4253.02,-219.98,bl,1.0,0.0,-0.0504300056274,0.0
2015-07-01,4253.02,4108.0,-145.02,bl,1.0,0.0,-0.034693026757,0.0
2015-07-02,4108.0,3885.92,-222.08,bl,1.0,0.0,-0.0555765280445,0.0
2015-07-03,3885.92,3998.54,112.62,bl,1.0,0.0,0.0285695304694,0.0
2015-07-06,3998.54,3928.0,-70.54,bl,1.0,0.0,-0.017798903999,0.0
2015-07-07,3928.0,3663.04,-264.96,bl,1.0,0.0,-0.0698369867442,0.0
2015-07-08,3663.04,3897.63,234.59,bl,1.0,0.0,0.0620752723601,0.0
2015-07-09,3897.63,4106.56,208.93,bl,1.0,0.0,0.0522170189659,0.0
2015-07-10,4106.56,4211.81,105.25,bl,1.0,0.0,0.0253067889685,0.0
2015-07-13,4211.81,4112.15,-99.66,bl,1.0,0.0,-0.0239464779557,0.0
2015-07-14,4112.15,3966.76,-145.39,bl,1.0,0.0,-0.0359963655024,0.0
2015-07-15,3966.76,3997.36,30.6,bl,1.0,0.0,0.00768450263968,0.0
2015-07-16,3997.36,4151.5,154.14,bl,1.0,0.0,0.0378355714959,0.0
2015-07-17,4151.5,4160.61,9.11,bl,1.0,0.0,0.0021919834188,0.0
2015-07-20,4160.61,4166.01,5.4,bl,1.0,0.0,0.00129704508121,0.0
2015-07-21,4166.01,4157.16,-8.85,bl,1.0,0.0,-0.00212659439499,0.0
2015-07-22,4157.16,4250.81,93.65,bl,1.0,0.0,0.022277404187,0.0
2015-07-23,4250.81,4176.28,-74.53,bl,1.0,0.0,-0.017688654871,0.0
2015-07-24,4176.28,3818.73,-357.55,bl,1.0,0.0,-0.0895029915329,0.0
2015-07-27,3818.73,3811.09,-7.64,bl,1.0,0.0,-0.00200266914645,0.0
2015-07-28,3811.09,3930.38,119.29,bl,1.0,0.0,0.030820875857,0.0
2015-07-29,3930.38,3815.41,-114.97,bl,1.0,0.0,-0.0296879838457,0.0
2015-07-30,3815.41,3816.7,1.29,bl,1.0,0.0,0.000338045445436,0.0
2015-07-31,3816.7,3829.24,12.54,bl,1.0,0.0,0.00328017516322,0.0
2015-08-03,3829.24,3948.16,118.92,bl,1.0,0.0,0.0305832975174,0.0
2015-08-04,3948.16,3866.9,-81.26,bl,1.0,0.0,-0.020796495148,0.0
2015-08-05,3866.9,3831.85,-35.05,bl,1.0,0.0,-0.00910543715876,0.0
2015-08-06,3831.85,3906.95,75.1,bl,1.0,0.0,0.0194093031558,0.0
2015-08-07,3906.95,4084.36,177.41,bl,1.0,0.0,0.044408026843,0.0
2015-08-10,4084.36,4066.67,-17.69,bl,1.0,0.0,-0.00434056254829,0.0
2015-08-11,4066.67,4016.13,-50.54,bl,1.0,0.0,-0.0125057303595,0.0
2015-08-12,4016.13,4075.46,59.33,bl,1.0,0.0,0.0146648713741,0.0
2015-08-13,4075.46,4073.54,-1.92,bl,1.0,0.0,-0.000471223471721,0.0
2015-08-14,4073.54,4077.87,4.33,bl,1.0,0.0,0.00106239298655,0.0
2015-08-17,4077.87,3825.41,-252.46,bl,1.0,0.0,-0.0639091421958,0.0
2015-08-18,3825.41,3886.14,60.73,bl,1.0,0.0,0.0157507259924,0.0
2015-08-19,3886.14,3761.45,-124.69,bl,1.0,0.0,-0.0326118557087,0.0
2015-08-20,3761.45,3589.54,-171.91,bl,1.0,0.0,-0.0467804607747,0.0
2015-08-21,3589.54,3275.53,-314.01,bl,1.0,0.0,-0.0915443725307,0.0
2015-08-24,3275.53,3042.93,-232.6,bl,1.0,0.0,-0.0736588210195,0.0
2015-08-25,3042.93,3025.69,-17.24,bl,1.0,0.0,-0.0056817023897,0.0
2015-08-26,3025.69,3205.64,179.95,bl,1.0,0.0,0.0577725937795,0.0
2015-08-27,3205.64,3342.29,136.65,bl,1.0,0.0,0.04174444237,0.0
2015-08-28,3342.29,3366.54,24.25,bl,1.0,0.0,0.00722930991382,0.0
2015-08-31,3366.54,3362.08,-4.46,bl,1.0,0.0,-0.00132568064571,0.0
2015-09-01,3362.08,3365.83,3.75,bl,1.0,0.0,0.00111475937946,0.0
2015-09-02,3365.83,3250.49,-115.34,bl,1.0,0.0,-0.0348688352348,0.0
2015-09-07,3250.49,3334.02,83.53,bl,1.0,0.0,0.025373028903,0.0
2015-09-08,3334.02,3399.3,65.28,bl,1.0,0.0,0.0193907449616,0.0
2015-09-09,3399.3,3357.56,-41.74,bl,1.0,0.0,-0.0123550083776,0.0
2015-09-10,3357.56,3347.19,-10.37,bl,1.0,0.0,-0.00309333182265,0.0
2015-09-11,3347.19,3281.13,-66.06,bl,1.0,0.0,-0.0199333126118,0.0
2015-09-14,3281.13,3152.23,-128.9,bl,1.0,0.0,-0.0400777363838,0.0
2015-09-15,3152.23,3309.25,157.02,bl,1.0,0.0,0.0486114387351,0.0
2015-09-16,3309.25,3237.0,-72.25,bl,1.0,0.0,-0.0220746026676,0.0
2015-09-17,3237.0,3251.27,14.27,bl,1.0,0.0,0.0043987142979,0.0
2015-09-18,3251.27,3308.25,56.98,bl,1.0,0.0,0.017373659429,0.0
2015-09-21,3308.25,3339.03,30.78,bl,1.0,0.0,0.0092609969761,0.0
2015-09-22,3339.03,3263.03,-76.0,bl,1.0,0.0,-0.0230241340849,0.0
2015-09-23,3263.03,3285.0,21.97,bl,1.0,0.0,0.0067104403744,0.0
2015-09-24,3285.0,3231.95,-53.05,bl,1.0,0.0,-0.0162809816944,0.0
2015-09-25,3231.95,3242.75,10.8,bl,1.0,0.0,0.00333606499649,0.0
2015-09-28,3242.75,3178.85,-63.9,bl,1.0,0.0,-0.0199022390725,0.0
2015-09-29,3178.85,3202.95,24.1,bl,1.0,0.0,0.00755276397372,0.0
2015-09-30,3202.95,3296.48,93.53,bl,1.0,0.0,0.0287829723721,0.0
2015-10-08,3296.48,3340.12,43.64,ml,1.0,0.0,0.0131515019749,0.0
2015-10-09,3340.12,3447.69,107.57,ml,1.0,0.0,0.0316977070801,0.0
2015-10-12,3447.69,3445.04,-2.65,bl,1.0,0.0,-0.000768926138284,0.0
2015-10-13,3445.04,3406.11,-38.93,bl,1.0,0.0,-0.0113646377614,0.0
2015-10-14,3406.11,3486.82,80.71,bl,1.0,0.0,0.0234192683898,0.0
2015-10-15,3486.82,3534.07,47.25,bl,1.0,0.0,0.0134600352277,0.0
2015-10-16,3534.07,3534.18,0.11,mb,1.0,0.0,3.11251016895e-05,0.0
2015-10-19,3534.18,3577.7,43.52,mb,1.0,0.0,0.0122388294609,0.0
2015-10-20,3577.7,3473.25,-104.45,mb,1.0,0.0,-0.0296293808006,0.0
2015-10-21,3473.25,3524.53,51.28,mb,1.0,0.0,0.0146563389944,0.0
2015-10-22,3524.53,3571.24,46.71,mb,1.0,0.0,0.0131657803777,0.0
2015-10-23,3571.24,3589.26,18.02,mb,1.0,0.0,0.00503317870024,0.0
2015-10-26,3589.26,3592.88,3.62,mb,1.0,0.0,0.00100805618007,0.0
2015-10-27,3592.88,3524.92,-67.96,mb,1.0,0.0,-0.019096368328,0.0
2015-10-28,3524.92,3533.31,8.39,mb,1.0,0.0,0.00237736768329,0.0
2015-10-29,3533.31,3534.08,0.77,mb,1.0,0.0,0.000217902225021,0.0
2015-10-30,3534.08,3475.96,-58.12,mb,1.0,0.0,-0.0165823110225,0.0
2015-11-02,3475.96,3465.49,-10.47,mb,1.0,0.0,-0.00301666307183,0.0
2015-11-03,3465.49,3628.54,163.05,mb,1.0,0.0,0.0459763267291,0.0
2015-11-04,3628.54,3705.97,77.43,mb,1.0,0.0,0.0211146693349,0.0
2015-11-05,3705.97,3793.37,87.4,mb,1.0,0.0,0.0233097732149,0.0
2015-11-06,3793.37,3840.36,46.99,mb,1.0,0.0,0.0123113061412,0.0
2015-11-09,3840.36,3833.24,-7.12,bb,1.0,0.0,-0.00185571362678,0.0
2015-11-10,3833.24,3833.65,0.41,bb,1.0,0.0,0.000106953406242,0.0
2015-11-11,3833.65,3795.32,-38.33,bb,1.0,0.0,-0.0100486232165,0.0
2015-11-12,3795.32,3746.24,-49.08,mb,1.0,0.0,-0.0130160584592,0.0
2015-11-13,3746.24,3764.13,17.89,mb,1.0,0.0,0.00476408854337,0.0
2015-11-16,3764.13,3758.39,-5.74,mb,1.0,0.0,-0.00152608464026,0.0
2015-11-17,3758.39,3715.58,-42.81,mb,1.0,0.0,-0.0114558844063,0.0
2015-11-18,3715.58,3774.97,59.39,mb,1.0,0.0,0.0158576458435,0.0
2015-11-19,3774.97,3774.38,-0.59,mb,1.0,0.0,-0.000156304847755,0.0
2015-11-20,3774.38,3753.34,-21.04,mb,1.0,0.0,-0.005590020561,0.0
2015-11-23,3753.34,3753.89,0.55,mb,1.0,0.0,0.000146525416428,0.0
2015-11-24,3753.89,3781.61,27.72,mb,1.0,0.0,0.0073572092195,0.0
2015-11-25,3781.61,3759.43,-22.18,mb,1.0,0.0,-0.0058824947114,0.0
2015-11-26,3759.43,3556.99,-202.44,mb,1.0,0.0,-0.0553526685608,0.0
2015-11-27,3556.99,3566.41,9.42,mb,1.0,0.0,0.00264480598901,0.0
2015-11-30,3566.41,3591.7,25.29,mb,1.0,0.0,0.0070661404276,0.0
2015-12-01,3591.7,3721.95,130.25,mb,1.0,0.0,0.0356220964709,0.0
2015-12-02,3721.95,3749.3,27.35,mb,1.0,0.0,0.00732143139926,0.0
2015-12-03,3749.3,3677.59,-71.71,mb,1.0,0.0,-0.0193115095498,0.0
2015-12-04,3677.59,3687.61,10.02,ml,1.0,0.0,0.00272090538798,0.0
2015-12-07,3687.61,3623.02,-64.59,ml,1.0,0.0,-0.0176706195447,0.0
2015-12-08,3623.02,3635.94,12.92,ml,1.0,0.0,0.00355974234416,0.0
2015-12-09,3635.94,3623.08,-12.86,ml,1.0,0.0,-0.00354318171154,0.0
2015-12-10,3623.08,3608.06,-15.02,ml,1.0,0.0,-0.00415426104352,0.0
2015-12-11,3608.06,3711.32,103.26,ml,1.0,0.0,0.0282173767137,0.0
2015-12-14,3711.32,3694.39,-16.93,ml,1.0,0.0,-0.00457215567256,0.0
2015-12-15,3694.39,3685.44,-8.95,ml,1.0,0.0,-0.00242553131654,0.0
2015-12-16,3685.44,3755.89,70.45,ml,1.0,0.0,0.0189353529438,0.0
2015-12-17,3755.89,3767.91,12.02,ml,1.0,0.0,0.00319519663635,0.0
2015-12-18,3767.91,3865.97,98.06,ml,1.0,0.0,0.0256921497189,0.0
2015-12-21,3865.97,3876.73,10.76,ml,1.0,0.0,0.00277939399093,0.0
2015-12-22,3876.73,3866.38,-10.35,mb,1.0,0.0,-0.00267334602352,0.0
2015-12-23,3866.38,3829.4,-36.98,mb,1.0,0.0,-0.00961053580785,0.0
2015-12-24,3829.4,3838.2,8.8,mb,1.0,0.0,0.00229537374504,0.0
2015-12-25,3838.2,3727.63,-110.57,mb,1.0,0.0,-0.0292308637312,0.0
2015-12-28,3727.63,3761.88,34.25,mb,1.0,0.0,0.00914618947265,0.0
2015-12-29,3761.88,3765.18,3.3,mb,1.0,0.0,0.00087683643054,0.0
2015-12-30,3765.18,3731.01,-34.17,mb,1.0,0.0,-0.00911669439198,0.0
2015-12-31,3731.01,3469.07,-261.94,mb,1.0,0.0,-0.0727924279721,0.0
2016-01-04,3469.07,3478.78,9.71,ml,1.0,0.0,0.00279511109818,0.0
2016-01-05,3478.78,3539.81,61.03,ml,1.0,0.0,0.0173913957808,0.0
2016-01-06,3539.81,3294.38,-245.43,ml,1.0,0.0,-0.0718550670241,0.0
2016-01-07,3294.38,3361.56,67.18,ml,1.0,0.0,0.0201871655774,0.0
2016-01-08,3361.56,3192.45,-169.11,bl,1.0,0.0,-0.0516165048474,0.0
2016-01-11,3192.45,3215.71,23.26,bl,1.0,0.0,0.00725952602665,0.0
2016-01-12,3215.71,3155.88,-59.83,bl,1.0,0.0,-0.0187807936744,0.0
2016-01-13,3155.88,3221.57,65.69,bl,1.0,0.0,0.0206014389217,0.0
2016-01-14,3221.57,3118.73,-102.84,bl,1.0,0.0,-0.0324429506972,0.0
2016-01-15,3118.73,3130.73,12.0,bl,1.0,0.0,0.00384033652449,0.0
2016-01-18,3130.73,3223.13,92.4,bl,1.0,0.0,0.0290867329154,0.0
2016-01-19,3223.13,3174.38,-48.75,bl,1.0,0.0,-0.015240599426,0.0
2016-01-20,3174.38,3081.35,-93.03,bl,1.0,0.0,-0.0297445250421,0.0
2016-01-21,3081.35,3113.46,32.11,bl,1.0,0.0,0.0103668353266,0.0
2016-01-22,3113.46,3128.89,15.43,bl,1.0,0.0,0.00494366109734,0.0
2016-01-25,3128.89,2940.51,-188.38,bl,1.0,0.0,-0.0620952733729,0.0
2016-01-26,2940.51,2930.35,-10.16,bl,1.0,0.0,-0.00346116587443,0.0
2016-01-27,2930.35,2853.76,-76.59,bl,1.0,0.0,-0.0264844468029,0.0
2016-01-28,2853.76,2946.09,92.33,bl,1.0,0.0,0.031841444455,0.0
2016-01-29,2946.09,2901.05,-45.04,bl,1.0,0.0,-0.0154061270452,0.0
2016-02-01,2901.05,2961.33,60.28,bl,1.0,0.0,0.0205657513176,0.0
2016-02-02,2961.33,2948.64,-12.69,bl,1.0,0.0,-0.00429444464276,0.0
2016-02-03,2948.64,2984.76,36.12,bl,1.0,0.0,0.0121752945005,0.0
2016-02-04,2984.76,2963.79,-20.97,bl,1.0,0.0,-0.00705048688068,0.0
2016-02-05,2963.79,2946.71,-17.08,bl,1.0,0.0,-0.00577956096575,0.0
2016-02-15,2946.71,3037.04,90.33,bl,1.0,0.0,0.0301940631135,0.0
2016-02-16,3037.04,3063.32,26.28,bl,1.0,0.0,0.00861593826368,0.0
2016-02-17,3063.32,3053.7,-9.62,bl,1.0,0.0,-0.00314532498862,0.0
2016-02-18,3053.7,3051.59,-2.11,bl,1.0,0.0,-0.000691203885157,0.0
2016-02-19,3051.59,3118.87,67.28,bl,1.0,0.0,0.0218079904723,0.0
2016-02-22,3118.87,3089.36,-29.51,bl,1.0,0.0,-0.00950680701508,0.0
2016-02-23,3089.36,3109.55,20.19,ml,1.0,0.0,0.00651407147182,0.0
2016-02-24,3109.55,2918.75,-190.8,ml,1.0,0.0,-0.063322578753,0.0
2016-02-25,2918.75,2948.03,29.28,ml,1.0,0.0,0.00998170823101,0.0
2016-02-26,2948.03,2877.47,-70.56,ml,1.0,0.0,-0.0242257148233,0.0
2016-02-29,2877.47,2930.69,53.22,bl,1.0,0.0,0.0183264543422,0.0
2016-03-01,2930.69,3051.33,120.64,bl,1.0,0.0,0.0403396709592,0.0
2016-03-02,3051.33,3058.42,7.09,bl,1.0,0.0,0.00232088160154,0.0
2016-03-03,3058.42,3093.89,35.47,bl,1.0,0.0,0.0115307560906,0.0
2016-03-04,3093.89,3104.84,10.95,bl,1.0,0.0,0.00353298543083,0.0
2016-03-07,3104.84,3107.67,2.83,bl,1.0,0.0,0.000911064994906,0.0
2016-03-08,3107.67,3071.91,-35.76,bl,1.0,0.0,-0.0115737312807,0.0
2016-03-09,3071.91,3013.15,-58.76,mb,1.0,0.0,-0.0193134748041,0.0
2016-03-10,3013.15,3018.28,5.13,mb,1.0,0.0,0.00170108953832,0.0
2016-03-11,3018.28,3065.69,47.41,mb,1.0,0.0,0.0155855336856,0.0
2016-03-14,3065.69,3074.78,9.09,mb,1.0,0.0,0.00296068758254,0.0
2016-03-15,3074.78,3090.03,15.25,mb,1.0,0.0,0.0049474456168,0.0
2016-03-16,3090.03,3124.2,34.17,mb,1.0,0.0,0.0109974508144,0.0
2016-03-17,3124.2,3171.96,47.76,mb,1.0,0.0,0.0151714429378,0.0
2016-03-18,3171.96,3249.44,77.48,mb,1.0,0.0,0.0241329804501,0.0
2016-03-21,3249.44,3225.79,-23.65,mb,1.0,0.0,-0.00730479231272,0.0
2016-03-22,3225.79,3236.09,10.3,mb,1.0,0.0,0.00318792943328,0.0
2016-03-23,3236.09,3181.85,-54.24,mb,1.0,0.0,-0.0169030222822,0.0
2016-03-24,3181.85,3197.82,15.97,mb,1.0,0.0,0.00500653900841,0.0
2016-03-25,3197.82,3169.73,-28.09,mb,1.0,0.0,-0.00882291688931,0.0
2016-03-28,3169.73,3135.41,-34.32,mb,1.0,0.0,-0.0108864637272,0.0
2016-03-29,3135.41,3216.28,80.87,mb,1.0,0.0,0.0254654651705,0.0
2016-03-30,3216.28,3218.09,1.81,mb,1.0,0.0,0.000562603657465,0.0
2016-03-31,3218.09,3221.89,3.8,mb,1.0,0.0,0.00118012802556,0.0
2016-04-01,3221.89,3264.49,42.6,mb,1.0,0.0,0.0131354044972,0.0
2016-04-05,3264.49,3257.53,-6.96,mb,1.0,0.0,-0.00213430889266,0.0
2016-04-06,3257.53,3209.29,-48.24,mb,1.0,0.0,-0.0149195106144,0.0
2016-04-07,3209.29,3185.73,-23.56,mb,1.0,0.0,-0.00736826674254,0.0
2016-04-08,3185.73,3230.1,44.37,mb,1.0,0.0,0.0138316343736,0.0
2016-04-11,3230.1,3218.45,-11.65,mb,1.0,0.0,-0.00361321930498,0.0
2016-04-12,3218.45,3261.38,42.93,mb,1.0,0.0,0.0132505414878,0.0
2016-04-13,3261.38,3275.83,14.45,mb,1.0,0.0,0.00442085340204,0.0
