,n_windows,score_BigBonus,score_BigLoss,score_MinorBonus,score_MinorLoss,胜率,收益率
200,9,1,-5,2,-3,0.521205357143,0.864524532313
201,5,1,-5,3,-3,0.530133928571,0.795134404498
202,7,1,-5,3,-3,0.522321428571,0.987848243363
203,9,1,-5,3,-3,0.522321428571,1.02932039608
204,15,1,-5,3,-3,0.522321428571,1.17596702675
205,5,1,-5,4,-3,0.527901785714,0.923334596709
206,7,1,-5,4,-3,0.524553571429,1.16124677228
207,9,1,-5,4,-3,0.5234375,1.11267335984
208,11,1,-5,4,-3,0.522321428571,0.6326952619
209,13,1,-5,4,-3,0.5234375,0.947595035486
210,15,1,-5,4,-3,0.522321428571,0.996336393162
211,17,1,-5,4,-3,0.522321428571,0.703283383125
212,5,1,-5,5,-3,0.5234375,1.01730362827
213,7,1,-5,5,-3,0.5234375,1.27235688142
214,9,1,-5,5,-3,0.524553571429,1.09604733551
215,13,1,-5,5,-3,0.527901785714,0.664502280604
216,15,1,-5,5,-3,0.5234375,0.521401875717
217,5,1,-5,2,-2,0.524553571429,0.57602946851
218,5,1,-5,3,-2,0.53125,0.740498879777
219,7,1,-5,3,-2,0.522321428571,0.963331249337
220,9,1,-5,3,-2,0.521205357143,0.955344379523
221,11,1,-5,3,-2,0.520089285714,0.620913159758
222,13,1,-5,3,-2,0.522321428571,0.900193118091
223,15,1,-5,3,-2,0.520089285714,1.01818312916
224,5,1,-5,4,-2,0.524553571429,0.848555555753
225,7,1,-5,4,-2,0.524553571429,1.0990845804
226,9,1,-5,4,-2,0.524553571429,1.04132504021
227,11,1,-5,4,-2,0.521205357143,0.471024179725
228,13,1,-5,4,-2,0.524553571429,0.770323239729
229,15,1,-5,4,-2,0.521205357143,0.801832680882
230,7,1,-5,5,-2,0.524553571429,1.18983046661
231,9,1,-5,5,-2,0.527901785714,0.999954170945
232,11,1,-5,5,-2,0.526785714286,0.207531031014
233,13,1,-5,5,-2,0.529017857143,0.487549769798
234,15,1,-5,5,-2,0.521205357143,0.282918363905
235,5,1,-5,2,-1,0.522321428571,0.512000194055
236,5,1,-5,3,-1,0.529017857143,0.661180093361
237,7,1,-5,3,-1,0.525669642857,0.884162304704
238,9,1,-5,3,-1,0.521205357143,0.865506829393
239,11,1,-5,3,-1,0.522321428571,0.467062475783
240,13,1,-5,3,-1,0.522321428571,0.745973092476
241,15,1,-5,3,-1,0.520089285714,0.827441629546
242,7,1,-5,4,-1,0.5234375,1.02085552311
243,9,1,-5,4,-1,0.529017857143,0.922262485697
244,11,1,-5,4,-1,0.525669642857,0.316840821687
245,13,1,-5,4,-1,0.526785714286,0.620477795053
246,15,1,-5,4,-1,0.521205357143,0.535449783498
247,9,1,-5,5,-1,0.527901785714,0.869449588513
248,11,1,-5,5,-1,0.529017857143,0.0402030240157
249,13,1,-5,5,-1,0.532366071429,0.32407703407
250,15,1,-5,5,-1,0.521205357143,-0.0562093924383
251,5,1,-5,2,0,0.524553571429,0.434771743314
252,7,1,-5,2,0,0.521205357143,0.642666068798
253,9,1,-5,2,0,0.522321428571,0.613170150531
254,13,1,-5,2,0,0.521205357143,0.582574541273
255,7,1,-5,3,0,0.521205357143,0.820606022054
256,9,1,-5,3,0,0.524553571429,0.751066174745
257,11,1,-5,3,0,0.522321428571,0.317251045921
258,13,1,-5,3,0,0.522321428571,0.563621374417
259,7,1,-5,4,0,0.520089285714,0.956830548062
260,9,1,-5,4,0,0.526785714286,0.801626557031
261,11,1,-5,4,0,0.525669642857,0.15199004786
262,13,1,-5,4,0,0.5234375,0.404263710263
263,9,1,-5,5,0,0.5234375,0.742497372999
264,13,1,-5,5,0,0.5234375,0.0709687209035
265,15,1,-5,2,1,0.520089285714,0.528899548161
266,11,1,-5,3,1,0.520089285714,0.230536466506
267,13,1,-5,3,1,0.520089285714,0.497653775067
268,15,1,-5,3,1,0.521205357143,0.361569684077
269,19,1,-5,3,1,0.520089285714,0.13387252454
270,9,1,-5,4,1,0.521205357143,0.745316344145
271,11,1,-5,4,1,0.522321428571,0.0494676299303
272,13,1,-5,4,1,0.521205357143,0.296508517146
273,15,1,-5,4,1,0.524553571429,-0.0269732031978
274,9,1,-5,5,1,0.521205357143,0.681197311035
275,13,1,-5,5,1,0.525669642857,-0.0876130458659
276,13,1,-5,2,2,0.522321428571,0.402497097588
277,7,1,-5,3,2,0.520089285714,0.729829412501
278,9,1,-5,3,2,0.522321428571,0.615515145766
279,11,1,-5,3,2,0.5234375,0.091134293061
280,13,1,-5,3,2,0.525669642857,0.322823876629
281,15,1,-5,3,2,0.521205357143,0.113538864521
282,9,1,-5,4,2,0.524553571429,0.65260169587
283,13,1,-5,4,2,0.525669642857,0.098040737269
284,9,1,-5,5,2,0.524553571429,0.5789445544
285,5,2,-5,2,-5,0.527901785714,0.686512616102
286,7,2,-5,2,-5,0.53125,0.831290267474
287,9,2,-5,2,-5,0.521205357143,0.919418973409
288,5,2,-5,3,-5,0.532366071429,0.873898110193
289,7,2,-5,3,-5,0.524553571429,1.02528070438
290,11,2,-5,3,-5,0.520089285714,0.87888496949
291,19,2,-5,3,-5,0.520089285714,1.59581380277
292,5,2,-5,4,-5,0.530133928571,1.02998575222
293,7,2,-5,4,-5,0.524553571429,1.19314634199
294,9,2,-5,4,-5,0.524553571429,1.22042871688
295,15,2,-5,4,-5,0.521205357143,1.19762366566
296,17,2,-5,4,-5,0.522321428571,1.0253385556
297,5,2,-5,5,-5,0.526785714286,1.16493873013
298,7,2,-5,5,-5,0.524553571429,1.32344459492
299,9,2,-5,5,-5,0.5234375,1.18678494067
300,13,2,-5,5,-5,0.526785714286,0.896462804316
301,19,2,-5,5,-5,0.521205357143,0.623637267549
302,5,2,-5,2,-4,0.527901785714,0.67132222367
303,7,2,-5,2,-4,0.53125,0.794116972636
304,15,2,-5,2,-4,0.520089285714,1.08944625923
305,5,2,-5,3,-4,0.530133928571,0.84719536573
306,7,2,-5,3,-4,0.524553571429,0.994264706168
307,17,2,-5,3,-4,0.521205357143,1.2113838801
308,19,2,-5,3,-4,0.520089285714,1.49910625948
309,5,2,-5,4,-4,0.530133928571,1.00597884841
310,7,2,-5,4,-4,0.524553571429,1.16712041249
311,9,2,-5,4,-4,0.524553571429,1.12715814868
312,15,2,-5,4,-4,0.522321428571,1.06203206246
313,17,2,-5,4,-4,0.522321428571,0.905308883194
314,5,2,-5,5,-4,0.524553571429,1.10972984755
315,7,2,-5,5,-4,0.526785714286,1.29671068707
316,9,2,-5,5,-4,0.522321428571,1.10508106939
317,13,2,-5,5,-4,0.522321428571,0.702814581642
318,15,2,-5,5,-4,0.522321428571,0.642801195008
319,17,2,-5,5,-4,0.520089285714,0.200951112339
320,5,2,-5,2,-3,0.525669642857,0.641734962497
321,7,2,-5,2,-3,0.525669642857,0.757306643082
322,9,2,-5,2,-3,0.520089285714,0.805899579112
323,5,2,-5,3,-3,0.530133928571,0.823469520922
324,7,2,-5,3,-3,0.524553571429,0.969308667037
325,9,2,-5,3,-3,0.521205357143,0.96820632951
326,15,2,-5,3,-3,0.520089285714,1.09563661857
327,5,2,-5,4,-3,0.529017857143,0.951059860754
328,7,2,-5,4,-3,0.527901785714,1.14151648938
329,9,2,-5,4,-3,0.5234375,1.04829177653
330,15,2,-5,4,-3,0.520089285714,0.910172872776
331,17,2,-5,4,-3,0.521205357143,0.764085171013
332,5,2,-5,5,-3,0.524553571429,1.04440689606
333,7,2,-5,5,-3,0.526785714286,1.25138669759
334,9,2,-5,5,-3,0.5234375,1.02813104893
335,13,2,-5,5,-3,0.522321428571,0.521041436576
336,15,2,-5,5,-3,0.521205357143,0.419870381734
337,5,2,-5,2,-2,0.525669642857,0.618284132199
338,7,2,-5,2,-2,0.522321428571,0.733382466869
339,5,2,-5,3,-2,0.53125,0.768833996201
340,7,2,-5,3,-2,0.524553571429,0.944791673011
341,9,2,-5,3,-2,0.520089285714,0.894230312949
342,5,2,-5,4,-2,0.525669642857,0.876280819798
343,7,2,-5,4,-2,0.527901785714,1.0793542975
344,9,2,-5,4,-2,0.524553571429,0.976943456901
345,13,2,-5,4,-2,0.520089285714,0.635252307104
346,7,2,-5,5,-2,0.527901785714,1.16886028277
347,9,2,-5,5,-2,0.526785714286,0.932037884364
348,11,2,-5,5,-2,0.5234375,0.0727600944249
349,13,2,-5,5,-2,0.5234375,0.34408892577
350,5,2,-5,2,-1,0.5234375,0.554254857744
351,7,2,-5,2,-1,0.522321428571,0.692047141072
352,5,2,-5,3,-1,0.529017857143,0.689515209785
353,7,2,-5,3,-1,0.527901785714,0.865622728379
354,9,2,-5,3,-1,0.520089285714,0.80439276282
355,7,2,-5,4,-1,0.526785714286,1.00112524021
356,9,2,-5,4,-1,0.529017857143,0.857880902388
357,11,2,-5,4,-1,0.522321428571,0.18886199049
358,13,2,-5,4,-1,0.522321428571,0.485406862428
359,7,2,-5,5,-1,0.522321428571,1.09383461707
360,9,2,-5,5,-1,0.526785714286,0.801533301932
361,13,2,-5,5,-1,0.526785714286,0.180616190042
362,5,2,-5,2,0,0.525669642857,0.477026407002
363,7,2,-5,2,0,0.524553571429,0.625272324066
364,9,2,-5,2,0,0.521205357143,0.55454519733
365,7,2,-5,3,0,0.5234375,0.802066445728
366,9,2,-5,3,0,0.5234375,0.689952108171
367,7,2,-5,4,0,0.5234375,0.937100265164
368,9,2,-5,4,0,0.526785714286,0.737244973722
369,11,2,-5,4,0,0.522321428571,0.0240112166625
370,7,2,-5,5,0,0.521205357143,1.0267656643
371,9,2,-5,5,0,0.522321428571,0.674581086419
372,19,2,-5,3,1,0.520089285714,0.189009529646
373,5,2,-5,4,1,0.520089285714,0.666457001744
374,9,2,-5,4,1,0.521205357143,0.680934760837
375,9,2,-5,5,1,0.520089285714,0.613281024454
376,7,2,-5,2,2,0.520089285714,0.540290112343
377,7,2,-5,3,2,0.522321428571,0.711289836175
378,9,2,-5,3,2,0.521205357143,0.554401079193
379,11,2,-5,3,2,0.520089285714,-0.0310211371614
380,13,2,-5,3,2,0.520089285714,0.185487451505
381,7,2,-5,4,2,0.522321428571,0.84030374395
382,9,2,-5,4,2,0.524553571429,0.588220112561
383,13,2,-5,4,2,0.521205357143,-0.0370301953558
384,7,2,-5,5,2,0.521205357143,0.923692124197
385,9,2,-5,5,2,0.5234375,0.511028267819
386,5,3,-5,2,-5,0.529017857143,0.681840850047
387,7,3,-5,2,-5,0.525669642857,0.7737036643
388,9,3,-5,2,-5,0.520089285714,0.78209919371
389,5,3,-5,3,-5,0.533482142857,0.868606462892
390,7,3,-5,3,-5,0.520089285714,0.966502154017
391,19,3,-5,3,-5,0.5234375,1.64794581095
392,5,3,-5,4,-5,0.530133928571,1.02406165374
393,7,3,-5,4,-5,0.520089285714,1.13312674784
394,9,3,-5,4,-5,0.5234375,1.07655120037
395,15,3,-5,4,-5,0.522321428571,1.04474480387
396,17,3,-5,4,-5,0.5234375,0.941923587244
397,19,3,-5,4,-5,0.521205357143,1.30732871293
398,5,3,-5,5,-5,0.526785714286,1.15865126401
399,7,3,-5,5,-5,0.520089285714,1.26241224218
400,9,3,-5,5,-5,0.522321428571,1.03921005274
401,13,3,-5,5,-5,0.525669642857,0.682239757143
402,17,3,-5,5,-5,0.520089285714,0.220192270255
403,19,3,-5,5,-5,0.525669642857,0.538017318899
404,5,3,-5,2,-4,0.529017857143,0.666650457615
405,7,3,-5,2,-4,0.525669642857,0.736530369463
406,15,3,-5,2,-4,0.520089285714,0.954128887315
407,5,3,-5,3,-4,0.53125,0.841903718429
408,7,3,-5,3,-4,0.520089285714,0.935486155807
409,17,3,-5,3,-4,0.522321428571,1.15834089056
410,19,3,-5,3,-4,0.5234375,1.55123826766
411,5,3,-5,4,-4,0.530133928571,1.00005474994
412,7,3,-5,4,-4,0.520089285714,1.10710081833
413,9,3,-5,4,-4,0.5234375,0.983280632169
414,15,3,-5,4,-4,0.5234375,0.909153200662
415,17,3,-5,4,-4,0.5234375,0.82189391484
416,19,3,-5,4,-4,0.522321428571,1.20524215009
417,5,3,-5,5,-4,0.524553571429,1.10344238143
418,7,3,-5,5,-4,0.522321428571,1.23567833433
419,9,3,-5,5,-4,0.521205357143,0.957506181458
420,13,3,-5,5,-4,0.521205357143,0.488591534469
421,15,3,-5,5,-4,0.522321428571,0.47291394318
422,17,3,-5,5,-4,0.521205357143,0.075114404972
423,19,3,-5,5,-4,0.522321428571,0.32508915166
424,5,3,-5,2,-3,0.526785714286,0.637063196442
425,7,3,-5,2,-3,0.520089285714,0.699720039908
426,19,3,-5,2,-3,0.520089285714,1.4716579873
427,5,3,-5,3,-3,0.53125,0.818177873621
428,7,3,-5,3,-3,0.520089285714,0.910530116676
429,9,3,-5,3,-3,0.521205357143,0.82772703915
430,15,3,-5,3,-3,0.520089285714,0.952470461209
431,19,3,-5,3,-3,0.521205357143,1.46578500043
432,5,3,-5,4,-3,0.529017857143,0.945135762278
433,7,3,-5,4,-3,0.5234375,1.08149689523
434,9,3,-5,4,-3,0.522321428571,0.904414260013
435,15,3,-5,4,-3,0.521205357143,0.757294010982
436,17,3,-5,4,-3,0.522321428571,0.680670202659
437,19,3,-5,4,-3,0.521205357143,1.03354704036
438,5,3,-5,5,-3,0.524553571429,1.03811942994
439,7,3,-5,5,-3,0.522321428571,1.19035434485
440,9,3,-5,5,-3,0.522321428571,0.880556160999
441,13,3,-5,5,-3,0.521205357143,0.306818389403
442,15,3,-5,5,-3,0.521205357143,0.249983129906
443,19,3,-5,5,-3,0.521205357143,0.0496855961674
444,5,3,-5,2,-2,0.526785714286,0.613612366144
445,5,3,-5,3,-2,0.532366071429,0.7635423489
446,7,3,-5,3,-2,0.520089285714,0.88601312265
447,9,3,-5,3,-2,0.520089285714,0.753751022589
448,19,3,-5,3,-2,0.522321428571,1.33157254181
449,5,3,-5,4,-2,0.525669642857,0.870356721322
450,7,3,-5,4,-2,0.5234375,1.01933470335
451,9,3,-5,4,-2,0.5234375,0.833065940386
452,15,3,-5,4,-2,0.520089285714,0.562790298703
453,7,3,-5,5,-2,0.5234375,1.10782793003
454,9,3,-5,5,-2,0.525669642857,0.784462996431
455,13,3,-5,5,-2,0.522321428571,0.129865878597
456,5,3,-5,2,-1,0.524553571429,0.549583091689
457,5,3,-5,3,-1,0.530133928571,0.684223562484
458,7,3,-5,3,-1,0.5234375,0.806844178018
459,9,3,-5,3,-1,0.520089285714,0.66391347246
460,7,3,-5,4,-1,0.522321428571,0.941105646055
461,9,3,-5,4,-1,0.527901785714,0.714003385874
462,11,3,-5,4,-1,0.521205357143,-0.00775919077648
463,13,3,-5,4,-1,0.521205357143,0.276570863866
464,15,3,-5,4,-1,0.520089285714,0.296407401319
465,9,3,-5,5,-1,0.525669642857,0.653958413998
466,13,3,-5,5,-1,0.525669642857,-0.0336068571311
467,5,3,-5,2,0,0.526785714286,0.472354640947
468,9,3,-5,2,0,0.520089285714,0.41722541763
469,5,3,-5,3,0,0.520089285714,0.604213810553
470,9,3,-5,3,0,0.5234375,0.549472817811
471,19,3,-5,3,0,0.520089285714,0.539013780521
472,9,3,-5,4,0,0.525669642857,0.593367457208
473,9,3,-5,5,0,0.521205357143,0.527006198485
474,19,3,-5,1,1,0.521205357143,0.695526039732
475,19,3,-5,2,1,0.521205357143,0.636964653795
476,5,3,-5,3,1,0.520089285714,0.554242681612
477,19,3,-5,3,1,0.5234375,0.241141537821
478,5,3,-5,4,1,0.520089285714,0.660532903268
479,9,3,-5,4,1,0.520089285714,0.537057244322
480,19,3,-5,1,2,0.521205357143,0.38423393365
481,19,3,-5,2,2,0.520089285714,0.262021551946
482,9,3,-5,3,2,0.521205357143,0.413921788833
483,9,3,-5,4,2,0.5234375,0.444342596046
484,9,3,-5,5,2,0.522321428571,0.363453379886
485,5,4,-5,2,-5,0.526785714286,0.634718973889
486,7,4,-5,2,-5,0.525669642857,0.676977016577
487,5,4,-5,3,-5,0.53125,0.821123400528
488,7,4,-5,3,-5,0.520089285714,0.86881545923
489,11,4,-5,3,-5,0.520089285714,0.491224650655
490,19,4,-5,3,-5,0.522321428571,1.31866517945
491,5,4,-5,4,-5,0.529017857143,0.976203719968
492,7,4,-5,4,-5,0.520089285714,1.03442609819
493,9,4,-5,4,-5,0.521205357143,0.905506646499
494,15,4,-5,4,-5,0.522321428571,0.751925039818
